account,amount,currency,direction,Cash in/Cash out,effective_date,description,label
a 1,"1,814.39",USD,credit,Cash in,2023-02-28,cbl hp bul adg,a
a 1,16.00,USD,debit,Cash out,2023-02-28,amb asg cbe cbr avd cpf,b
a 1,16.00,USD,debit,Cash out,2023-02-28,amb asg cbe cbr avd bxa,b
a 1,246.75,USD,debit,Cash out,2023-02-28,amb asg ub dp avd cgb,b
a 1,4.80,USD,debit,Cash out,2023-02-28,amb asg ip bip avd xl,b
a 1,"3,420.93",USD,debit,Cash out,2023-02-28,bjx as,c
a 1,"8,789.40",USD,credit,Cash in,2023-02-28,awi ael auo ao btq bcd,d
a 1,4.20,USD,debit,Cash out,2023-02-28,amb asg cbe cw avd bsc,b
a 1,3.60,USD,debit,Cash out,2023-02-28,amb asg ip bmm avd bkf,b
a 1,15.00,USD,debit,Cash out,2023-02-28,amb asg cbe cbr avd aiu,b
a 1,"71,792.42",USD,credit,Cash in,2023-02-28,awi ael auo clr btq bci,d
a 1,432.63,USD,debit,Cash out,2023-02-28,amb asg qv bsa avd df,b
a 1,100.00,USD,debit,Cash out,2023-02-28,amb asg ub bsw avd gg,b
a 1,200.00,USD,debit,Cash out,2023-02-28,amb asg adq bjp avd blh,b
a 1,30.32,USD,debit,Cash out,2023-02-28,amb asg ub dp avd y,b
a 1,222.92,USD,debit,Cash out,2023-02-28,amb asg ip abx avd ds,b
a 1,400.00,USD,debit,Cash out,2023-02-28,amb asg ub dp avd awq,b
a 1,161.85,USD,debit,Cash out,2023-02-28,amb asg cma awc avd crh,b
a 1,"146,542.42",USD,credit,Cash in,2023-02-28,awi ael auo clr btq bci,d
a 1,190.87,USD,debit,Cash out,2023-02-28,amb asg ub dp avd acm,b
a 1,190.87,USD,debit,Cash out,2023-02-28,amb asg ub dp avd ccg,b
a 1,4.00,USD,debit,Cash out,2023-02-28,amb asg bwx agq avd qp,b
a 1,"124,281.05",USD,credit,Cash in,2023-02-28,buy aq vj,a
a 2,220.84,USD,credit,Cash in,2023-02-28,cbl hp bul fa,a
a 2,"42,430.22",USD,credit,Cash in,2023-02-28,buy aq clp,a
a 3,265.03,USD,debit,Cash out,2023-02-28,yg kr brz,c
a 3,"6,960.28",USD,credit,Cash in,2023-02-28,nj cdc ha avd bbe,d
a 3,"2,223.00",USD,credit,Cash in,2023-02-28,ky aqg clr ai bmu,d
a 3,4.67,USD,credit,Cash in,2023-02-28,coe crp aax aev xm cma asa ama crp ou,e
a 3,"2,708.29",USD,credit,Cash in,2023-02-28,nj cdc ha avd mv,d
a 3,740.52,USD,debit,Cash out,2023-02-28,yg bcc bac,c
a 3,"1,230.88",USD,debit,Cash out,2023-02-28,amb asg aic ov avd bvf,b
b 4,"5,119.65",USD,credit,Cash in,2023-02-28,cbl hp bul bpb arh,a
b 5,"21,376.31",USD,credit,Cash in,2023-02-28,cbl hp bul yh arh,a
a 1,"1,113.47",USD,debit,Cash out,2023-02-27,bfg aof pi bfg aof xp,f
a 1,85.00,USD,debit,Cash out,2023-02-27,amb asg bwx bqe amp bek,b
a 1,148.53,USD,debit,Cash out,2023-02-27,amb asg cma bop amp bii,b
a 1,15.12,USD,debit,Cash out,2023-02-27,amb asg cma ayv amp asd,b
a 1,341.91,USD,debit,Cash out,2023-02-27,amb asg bw aqi amp cdl,b
a 1,108.36,USD,debit,Cash out,2023-02-27,amb asg cma bop amp bxv,b
a 1,134.93,USD,debit,Cash out,2023-02-27,amb asg ub dp amp bha,b
a 1,6.00,USD,debit,Cash out,2023-02-27,amb asg bw cow amp bsu,b
a 1,341.50,USD,debit,Cash out,2023-02-27,amb asg cbe ckf amp am,b
a 1,148.29,USD,debit,Cash out,2023-02-27,amb asg cma bop amp cqw,b
a 1,7.00,USD,debit,Cash out,2023-02-27,amb asg gh cli amp bjs,b
a 1,56.22,USD,debit,Cash out,2023-02-27,amb asg cma mr mj amp alx,b
a 1,341.91,USD,debit,Cash out,2023-02-27,amb asg bw aqi amp byw,b
a 1,16.45,USD,debit,Cash out,2023-02-27,amb asg bw cow amp cpl,b
a 1,12.06,USD,debit,Cash out,2023-02-27,amb asg afw bnj amp bqc,b
a 1,99.65,USD,debit,Cash out,2023-02-27,amb asg cma mr mj amp ahz,b
a 1,85.00,USD,debit,Cash out,2023-02-27,amb asg bwx bqe amp cox,b
a 1,107.90,USD,debit,Cash out,2023-02-27,amb asg cma bop amp dq,b
a 1,400.00,USD,debit,Cash out,2023-02-27,amb asg ub dp amp buc,b
a 1,525.00,USD,debit,Cash out,2023-02-27,amb asg bw cow amp cej,b
a 1,218.77,USD,debit,Cash out,2023-02-27,amb asg ub dp amp gw,b
a 1,60.00,USD,debit,Cash out,2023-02-27,amb asg cma mr mj amp g,b
a 1,154.58,USD,debit,Cash out,2023-02-27,amb asg ub dp amp anu,b
a 1,"141,481.69",USD,debit,Cash out,2023-02-27,yg bcc bnz,c
a 1,770.99,USD,debit,Cash out,2023-02-27,bjx as,c
a 1,197.81,USD,debit,Cash out,2023-02-27,amb asg ub dp amp zd,b
a 1,"66,390.27",USD,debit,Cash out,2023-02-27,yg kr cav,c
a 1,50.00,USD,debit,Cash out,2023-02-27,amb asg gh cli amp lr,b
a 1,250.00,USD,debit,Cash out,2023-02-27,amb asg bw aqi amp rf,b
a 1,148.32,USD,debit,Cash out,2023-02-27,amb asg cma bop amp cpy,b
a 1,143.47,USD,debit,Cash out,2023-02-27,amb asg ub dp amp bsl,b
a 1,250.00,USD,debit,Cash out,2023-02-27,amb asg bw gx amp atd,b
a 1,134.93,USD,debit,Cash out,2023-02-27,amb asg ub dp amp xe,b
a 1,757.53,USD,debit,Cash out,2023-02-27,bjx as,c
a 1,101.73,USD,debit,Cash out,2023-02-27,amb asg cma mr mj amp bwi,b
a 1,148.32,USD,debit,Cash out,2023-02-27,amb asg cma bop amp cki,b
a 1,"90,810.17",USD,credit,Cash in,2023-02-27,buy aq bax,a
a 1,68.49,USD,credit,Cash in,2023-02-27,buy aq xa,a
a 2,"31,708.33",USD,credit,Cash in,2023-02-27,buy aq axb,a
a 3,"626,620.33",USD,debit,Cash out,2023-02-27,yg bcc bkt,c
a 3,"2,964.00",USD,credit,Cash in,2023-02-27,ky aqg clr ai ro,d
a 3,179.97,USD,debit,Cash out,2023-02-27,amb asg cma bos amp cfl,b
a 3,"1,556.10",USD,debit,Cash out,2023-02-27,ban cdc agj asp,d
a 3,270.26,USD,debit,Cash out,2023-02-27,bqh ay agw,c
a 3,"1,556.10",USD,debit,Cash out,2023-02-27,ban cdc agj abb,d
a 3,"1,176.76",USD,debit,Cash out,2023-02-27,ban cdc agj kb,d
a 3,195.62,USD,debit,Cash out,2023-02-27,ban cdc agj clo,d
a 3,"7,410.00",USD,credit,Cash in,2023-02-27,ky aqg clr ai om,d
a 3,"2,889.90",USD,credit,Cash in,2023-02-27,ky aqg clr ai bts,d
a 3,"2,482.35",USD,debit,Cash out,2023-02-27,ban cdc agj cal,d
a 3,777.31,USD,debit,Cash out,2023-02-27,ban cdc agj bdf,d
a 3,"2,037.75",USD,debit,Cash out,2023-02-27,ban cdc agj bcs,d
a 3,"2,223.00",USD,debit,Cash out,2023-02-27,ban cdc agj bky,d
a 3,"3,609.76",USD,debit,Cash out,2023-02-27,ban cdc agj ast,d
a 3,405.50,USD,debit,Cash out,2023-02-27,ban cdc agj aav,d
a 3,"368,612.07",USD,debit,Cash out,2023-02-27,yg bcc bsh,c
a 3,"1,482.00",USD,credit,Cash in,2023-02-27,ky aqg clr ai aey,d
a 3,"10,244.32",USD,credit,Cash in,2023-02-27,ky aqg clr ai awy,d
a 3,344.67,USD,debit,Cash out,2023-02-27,ban cdc agj xn,d
a 3,"3,705.00",USD,credit,Cash in,2023-02-27,ky aqg clr ai bpz,d
a 3,81.10,USD,debit,Cash out,2023-02-27,ban cdc agj bza,d
a 3,"3,705.00",USD,credit,Cash in,2023-02-27,ky aqg clr ai bls,d
a 3,"1,592.41",USD,credit,Cash in,2023-02-27,ky aqg clr ai apt,d
a 3,"2,111.85",USD,debit,Cash out,2023-02-27,ban cdc agj lf,d
a 3,"1,482.00",USD,debit,Cash out,2023-02-27,ban cdc agj aha,d
a 3,"1,482.00",USD,credit,Cash in,2023-02-27,ky aqg clr ai uk,d
a 3,811.00,USD,debit,Cash out,2023-02-27,ban cdc agj bq,d
a 3,741.00,USD,debit,Cash out,2023-02-27,ban cdc agj aya,d
a 3,"332,054.53",USD,debit,Cash out,2023-02-27,yg kr bcf,c
a 3,337.90,USD,debit,Cash out,2023-02-27,ban cdc agj xc,d
a 3,402.36,USD,debit,Cash out,2023-02-27,ban cdc agj bkj,d
a 3,"4,223.70",USD,debit,Cash out,2023-02-27,ban cdc agj nv,d
a 3,"1,118.91",USD,debit,Cash out,2023-02-27,ban cdc agj axp,d
a 3,"3,890.25",USD,debit,Cash out,2023-02-27,ban cdc agj anz,d
a 3,925.51,USD,debit,Cash out,2023-02-27,ban cdc agj bsn,d
a 3,"135,713.99",USD,debit,Cash out,2023-02-27,yg kr asn,c
a 3,198.93,USD,debit,Cash out,2023-02-27,amb asg avh nq amp afj,b
a 3,"3,660.54",USD,credit,Cash in,2023-02-27,ky aqg clr ai bdn,d
a 3,"1,852.50",USD,debit,Cash out,2023-02-27,ban cdc agj ckh,d
a 3,"1,338.96",USD,debit,Cash out,2023-02-27,ban cdc agj fb,d
a 3,"2,186.69",USD,debit,Cash out,2023-02-27,ban cdc agj akt,d
a 3,442.99,USD,debit,Cash out,2023-02-27,bqh ay agw,c
a 3,876.39,USD,debit,Cash out,2023-02-27,yg ate cmj,c
a 3,"1,111.50",USD,debit,Cash out,2023-02-27,ban cdc agj ali,d
a 3,"3,764.28",USD,credit,Cash in,2023-02-27,ky aqg clr ai kw,d
a 3,"3,334.50",USD,credit,Cash in,2023-02-27,ky aqg clr ai cer,d
a 3,"1,000,000.00",USD,debit,Cash out,2023-02-27,coe crp ait aqa ayl axt ama crp bxc,e
a 3,407.55,USD,debit,Cash out,2023-02-27,ban cdc agj als,d
a 3,"2,964.00",USD,credit,Cash in,2023-02-27,ky aqg clr ai bdk,d
c 6,"8,333.78",USD,credit,Cash in,2023-02-27,buy aq co,a
a 1,34.84,USD,debit,Cash out,2023-02-24,amb asg adq ays bpc j,b
a 1,49.95,USD,debit,Cash out,2023-02-24,amb asg bie aqu bpc cng,b
a 1,42.68,USD,debit,Cash out,2023-02-24,amb asg ub eo bpc aiq,b
a 1,102.57,USD,debit,Cash out,2023-02-24,amb asg cbe cqz bpc cau,b
a 1,49.51,USD,debit,Cash out,2023-02-24,amb asg cma bop bpc lv,b
a 1,155.00,USD,debit,Cash out,2023-02-24,amb asg adq ays bpc zs,b
a 1,"30,707.77",USD,debit,Cash out,2023-02-24,yg bcc bbp,c
a 1,"16,566.46",USD,debit,Cash out,2023-02-24,yg kr bxk,c
a 1,161.75,USD,debit,Cash out,2023-02-24,amb asg ip coy bpc nc,b
a 1,101.24,USD,debit,Cash out,2023-02-24,amb asg cbe cqz bpc tc,b
a 1,"86,204.86",USD,credit,Cash in,2023-02-24,awi ael auo clr amp bci,d
a 1,161.59,USD,debit,Cash out,2023-02-24,amb asg ub dp bpc crn,b
a 1,41.75,USD,debit,Cash out,2023-02-24,amb asg adq ays bpc auq,b
a 1,175.37,USD,debit,Cash out,2023-02-24,amb asg ub dp bpc cpi,b
a 1,42.68,USD,debit,Cash out,2023-02-24,amb asg ub eo bpc lb,b
a 1,265.29,USD,debit,Cash out,2023-02-24,amb asg ub eo bpc bir,b
a 1,12.60,USD,debit,Cash out,2023-02-24,amb asg adq ays bpc bfc,b
a 1,"84,051.46",USD,credit,Cash in,2023-02-24,buy aq sa,a
a 1,59.52,USD,credit,Cash in,2023-02-24,buy aq apd,a
a 2,"31,344.60",USD,credit,Cash in,2023-02-24,buy aq ad,a
a 3,83.71,USD,debit,Cash out,2023-02-24,yg kr agd,c
a 3,"6,520.80",USD,credit,Cash in,2023-02-24,ky aqg clr ai con,d
a 3,"1,112.76",USD,debit,Cash out,2023-02-24,yg kr adj,c
a 3,"10,503.44",USD,credit,Cash in,2023-02-24,nj cdc ha bpc bzg,d
a 3,"3,195.58",USD,debit,Cash out,2023-02-24,yg bcc ccp,c
a 3,"2,964.00",USD,credit,Cash in,2023-02-24,ky aqg clr ai bkr,d
a 3,938.71,USD,debit,Cash out,2023-02-24,yg bcc blm,c
a 3,82.73,USD,debit,Cash out,2023-02-24,yg kr baj,c
a 3,"1,852.50",USD,credit,Cash in,2023-02-24,ky aqg clr ai adh,d
a 3,247.07,USD,debit,Cash out,2023-02-24,yg kr ahk,c
a 3,372.52,USD,debit,Cash out,2023-02-24,yg bcc zw,c
a 3,417.81,USD,debit,Cash out,2023-02-24,yg bcc ayw,c
a 3,84.60,USD,debit,Cash out,2023-02-24,yg kr ak,c
a 3,901.70,USD,debit,Cash out,2023-02-24,yg bcc cpm,c
a 3,"1,852.50",USD,credit,Cash in,2023-02-24,ky aqg clr ai ahr,d
a 3,234.16,USD,debit,Cash out,2023-02-24,yg kr acl,c
a 3,256.11,USD,debit,Cash out,2023-02-24,yg kr bbm,c
a 3,826.29,USD,debit,Cash out,2023-02-24,yg bcc bsi,c
a 3,"4,816.50",USD,credit,Cash in,2023-02-24,ky aqg clr ai bje,d
a 3,415.94,USD,debit,Cash out,2023-02-24,yg bcc gi,c
c 6,"2,395.88",USD,credit,Cash in,2023-02-24,buy aq bgr,a
c 6,215.49,USD,credit,Cash in,2023-02-23,cbl hp bul bmr,a
a 1,82.25,USD,debit,Cash out,2023-02-23,amb asg bie afk ss byv,b
a 1,"15,199.51",USD,credit,Cash in,2023-02-23,cbl hp bul adg,a
a 1,7.63,USD,debit,Cash out,2023-02-23,amb asg gh che ss bmd,b
a 1,"2,000.00",USD,debit,Cash out,2023-02-23,coe crp bpd aqa kj bvm ama crp aow,e
a 1,"102,332.13",USD,credit,Cash in,2023-02-23,awi ael auo clr bpc bci,d
a 1,"4,417.56",USD,debit,Cash out,2023-02-23,bwy cgw bwy,f
a 1,100.00,USD,debit,Cash out,2023-02-23,amb asg bie afk ss aqz,b
a 1,"5,081.00",USD,debit,Cash out,2023-02-23,coe crp hk aqa azq axs ama crp aos,e
a 1,"3,000.00",USD,debit,Cash out,2023-02-23,amb asg bie bfn ss atf,b
a 1,7.63,USD,debit,Cash out,2023-02-23,amb asg gh che ss blk,b
a 1,7.63,USD,debit,Cash out,2023-02-23,amb asg gh che ss yi,b
a 1,13.06,USD,debit,Cash out,2023-02-23,amb asg gh che ss bqq,b
a 1,9.44,USD,debit,Cash out,2023-02-23,amb asg gh che ss axy,b
a 1,"265,843.45",USD,credit,Cash in,2023-02-23,buy aq bfp,a
a 1,150.94,USD,credit,Cash in,2023-02-23,buy aq ass,a
a 2,"3,739.08",USD,credit,Cash in,2023-02-23,cbl hp bul fa,a
a 2,"40,921.29",USD,credit,Cash in,2023-02-23,buy aq kf,a
a 3,"5,557.50",USD,credit,Cash in,2023-02-23,ky aqg clr ai bwq,d
a 3,1.41,USD,credit,Cash in,2023-02-23,coe crp byk aev chg akj ama crp cic,e
a 3,"8,861.30",USD,credit,Cash in,2023-02-23,nj cdc ha ss blz,d
a 3,45.98,USD,debit,Cash out,2023-02-23,amb asg cbe cmv ss zf,b
a 3,"1,185.60",USD,credit,Cash in,2023-02-23,ky aqg clr ai amq,d
a 3,"4,816.50",USD,credit,Cash in,2023-02-23,ky aqg clr ai lg,d
a 3,"1,482.00",USD,credit,Cash in,2023-02-23,ky aqg clr ai bnm,d
a 3,"1,482.00",USD,credit,Cash in,2023-02-23,ky aqg clr ai pz,d
a 3,592.80,USD,credit,Cash in,2023-02-23,ky aqg clr ai aus,d
a 3,"2,223.00",USD,credit,Cash in,2023-02-23,ky aqg clr ai avr,d
a 3,76.11,USD,debit,Cash out,2023-02-23,amb asg cma bos ss cab,b
b 4,"4,079.68",USD,credit,Cash in,2023-02-23,cbl hp bul bpb arh,a
b 5,"25,737.77",USD,credit,Cash in,2023-02-23,cbl hp bul yh arh,a
c 6,"6,461.51",USD,credit,Cash in,2023-02-23,buy aq bvb,a
a 1,167.95,USD,debit,Cash out,2023-02-22,amb asg cma mr mj rq kl,b
a 1,111.79,USD,debit,Cash out,2023-02-22,amb asg ub dp rq aog,b
a 1,435.00,USD,debit,Cash out,2023-02-22,amb asg avh ahh rq bb,b
a 1,197.81,USD,debit,Cash out,2023-02-22,amb asg ub dp rq zh,b
a 1,"11,722.54",USD,debit,Cash out,2023-02-22,hx bzn hx btn dx,f
a 1,452.00,USD,debit,Cash out,2023-02-22,amb asg avh ahh rq cfs,b
a 1,335.07,USD,debit,Cash out,2023-02-22,cap cjv cap bkd alp,f
a 1,129.85,USD,debit,Cash out,2023-02-22,amb asg bw aod rq ny,b
a 1,24.00,USD,debit,Cash out,2023-02-22,amb asg gh anm rq btc,b
a 1,191.92,USD,debit,Cash out,2023-02-22,amb asg qv bzz rq bku,b
a 1,144.63,USD,debit,Cash out,2023-02-22,amb asg ub dp rq azw,b
a 1,20.00,USD,debit,Cash out,2023-02-22,amb asg ub ob rq bgw,b
a 1,146.05,USD,debit,Cash out,2023-02-22,amb asg ub dp rq cpq,b
a 1,185.00,USD,debit,Cash out,2023-02-22,amb asg cma ayv ss bmi,b
a 1,12.00,USD,debit,Cash out,2023-02-22,amb asg gh anm rq aqn,b
a 1,231.01,USD,debit,Cash out,2023-02-22,amb asg cbe bkn rq bxh,b
a 1,197.04,USD,debit,Cash out,2023-02-22,cgk aqu cgk alf hc,f
a 1,"5,578.20",USD,debit,Cash out,2023-02-22,ahm bgm ahm aor aqv,f
a 1,156.38,USD,debit,Cash out,2023-02-22,amb asg bw aod rq akc,b
a 1,16.57,USD,debit,Cash out,2023-02-22,amb asg avh ahh rq me,b
a 1,0.60,USD,debit,Cash out,2023-02-22,amb asg ati baq rq bzt,b
a 1,66.95,USD,debit,Cash out,2023-02-22,amb asg avh ahh rq azb,b
a 1,"2,499.75",USD,debit,Cash out,2023-02-22,oy bmm bie oy bla cnf,f
a 1,64.94,USD,debit,Cash out,2023-02-22,amb asg ub dp rq nz,b
a 1,167.97,USD,debit,Cash out,2023-02-22,amb asg cma mr mj rq ahl,b
a 1,91.05,USD,debit,Cash out,2023-02-22,amb asg qv bzz rq pm,b
a 1,106.01,USD,debit,Cash out,2023-02-22,amb asg cbe cqz rq biw,b
a 1,90.03,USD,debit,Cash out,2023-02-22,amb asg qv bzz rq biy,b
a 1,71.87,USD,debit,Cash out,2023-02-22,amb asg ati aqs rq ki,b
a 1,561.36,USD,debit,Cash out,2023-02-22,bkn aov cfc bkn ayd bim,f
a 1,3.59,USD,debit,Cash out,2023-02-22,amb asg gh anm rq sd,b
a 1,126.07,USD,debit,Cash out,2023-02-22,amb asg cbe cqz rq bad,b
a 1,129.85,USD,debit,Cash out,2023-02-22,amb asg bw aod rq aiy,b
a 1,200.00,USD,debit,Cash out,2023-02-22,amb asg bw aod rq bbo,b
a 1,"15,476.07",USD,debit,Cash out,2023-02-22,ayi bj ayi cgc cbk,f
a 1,"4,057.98",USD,debit,Cash out,2023-02-22,bdc bvv cbt bdc cbe aue,f
a 1,119.31,USD,debit,Cash out,2023-02-22,amb asg cbe bkc rq afu,b
a 1,8.23,USD,debit,Cash out,2023-02-22,amb asg ati baq rq cfw,b
a 1,56.72,USD,debit,Cash out,2023-02-22,amb asg ub dp rq wt,b
a 1,146.72,USD,debit,Cash out,2023-02-22,amb asg qv bzz rq bfd,b
a 1,65.08,USD,debit,Cash out,2023-02-22,amb asg ub dp rq bhd,b
a 1,1.50,USD,debit,Cash out,2023-02-22,amb asg gh anm rq buf,b
a 1,94.72,USD,debit,Cash out,2023-02-22,amb asg cbe cqz rq awg,b
a 1,3.50,USD,debit,Cash out,2023-02-22,amb asg qv bzz rq cnu,b
a 1,105.80,USD,debit,Cash out,2023-02-22,amb asg cbe cqz rq aly,b
a 1,40.61,USD,debit,Cash out,2023-02-22,amb asg qv bzz rq dj,b
a 1,"7,005.17",USD,debit,Cash out,2023-02-22,bjx as,c
a 1,119.00,USD,debit,Cash out,2023-02-22,amb asg cbe ckf ss ph,b
a 1,271.75,USD,debit,Cash out,2023-02-22,amb asg cma ayv ss anv,b
a 1,2.30,USD,debit,Cash out,2023-02-22,amb asg qv bzz rq alu,b
a 1,91.91,USD,debit,Cash out,2023-02-22,amb asg ati aqs rq bsg,b
a 1,115.00,USD,debit,Cash out,2023-02-22,amb asg avh ahh rq caf,b
a 1,217.56,USD,debit,Cash out,2023-02-22,amb asg afw bnj rq bi,b
a 1,533.44,USD,debit,Cash out,2023-02-22,cns ats cns bjc art,f
a 1,"213,393.71",USD,credit,Cash in,2023-02-22,awi ael auo clr ss bci,d
a 1,18.99,USD,debit,Cash out,2023-02-22,amb asg avh ahh rq wk,b
a 1,3.18,USD,debit,Cash out,2023-02-22,amb asg cbe cw rq ke,b
a 1,705.81,USD,debit,Cash out,2023-02-22,byq ig byq bum cds,f
a 1,280.06,USD,debit,Cash out,2023-02-22,bqa bjb bqa bjb tm,f
a 1,197.81,USD,debit,Cash out,2023-02-22,amb asg ub dp rq aff,b
a 1,128.29,USD,debit,Cash out,2023-02-22,amb asg cbe cqz rq cak,b
a 1,80.82,USD,debit,Cash out,2023-02-22,amb asg avh ahh rq ccn,b
a 1,94.68,USD,debit,Cash out,2023-02-22,amb asg cbe cqz rq bzs,b
a 1,17.75,USD,debit,Cash out,2023-02-22,amb asg avh ahh rq bsr,b
a 1,18.76,USD,debit,Cash out,2023-02-22,amb asg avh ahh rq vs,b
a 1,27.50,USD,debit,Cash out,2023-02-22,amb asg gh anm rq beb,b
a 1,17.25,USD,debit,Cash out,2023-02-22,amb asg gh anm rq afs,b
a 1,2.40,USD,debit,Cash out,2023-02-22,amb asg hq bwf rq ant,b
a 1,777.99,USD,debit,Cash out,2023-02-22,od cgp od bvt acu,f
a 1,6.75,USD,debit,Cash out,2023-02-22,amb asg afw bnj rq cge,b
a 1,13.20,USD,debit,Cash out,2023-02-22,amb asg gh bbt ss amn,b
a 1,"1,416.29",USD,debit,Cash out,2023-02-22,bdc bvv cbt bdc cbe cfm,f
a 1,8.95,USD,debit,Cash out,2023-02-22,amb asg gh anm rq aaj,b
a 1,180.00,USD,debit,Cash out,2023-02-22,amb asg bw aod rq ahc,b
a 1,"120,216.76",USD,credit,Cash in,2023-02-22,buy aq ckj,a
a 2,"33,985.07",USD,credit,Cash in,2023-02-22,buy aq ol,a
a 3,232.73,USD,debit,Cash out,2023-02-22,amb asg bwx ej rq cy,b
a 3,100.00,USD,debit,Cash out,2023-02-22,coe crp a aqa hm gn ama crp azc,e
a 3,"1,849.08",USD,debit,Cash out,2023-02-22,ban cdc agj bza,d
a 3,"1,463.47",USD,credit,Cash in,2023-02-22,ky aqg clr ai cgz,d
a 3,"2,223.00",USD,credit,Cash in,2023-02-22,ky aqg clr ai bso,d
a 3,"2,849.15",USD,debit,Cash out,2023-02-22,ban cdc agj akt,d
a 3,"1,037.40",USD,debit,Cash out,2023-02-22,ban cdc agj akq,d
a 3,41.05,USD,debit,Cash out,2023-02-22,amb asg gh chp rq bfq,b
a 3,"2,463.83",USD,debit,Cash out,2023-02-22,ban cdc agj bst,d
a 3,"2,186.69",USD,debit,Cash out,2023-02-22,ban cdc agj als,d
a 3,"1,970.85",USD,credit,Cash in,2023-02-22,nj cdc ha rq cda,d
a 3,"8,414.12",USD,debit,Cash out,2023-02-22,ban cdc agj ckh,d
a 3,"1,674.31",USD,credit,Cash in,2023-02-22,nj cdc ha rq acg,d
a 3,"3,334.50",USD,debit,Cash out,2023-02-22,ban cdc agj lf,d
a 3,"3,001.51",USD,debit,Cash out,2023-02-22,ban cdc agj aya,d
a 3,17.83,USD,debit,Cash out,2023-02-22,amb asg cbe cmv rq bli,b
a 3,27.90,USD,credit,Cash in,2023-02-22,coe crp axl aev bh xy ama crp bfk,e
a 3,"1,482.00",USD,debit,Cash out,2023-02-22,ban cdc agj asp,d
a 3,"1,037.40",USD,credit,Cash in,2023-02-22,ky aqg clr ai aeq,d
a 3,197.73,USD,debit,Cash out,2023-02-22,amb asg cbe cmv rq cqn,b
a 3,"1,482.00",USD,credit,Cash in,2023-02-22,ky aqg clr ai ajg,d
a 3,"1,256.24",USD,debit,Cash out,2023-02-22,ban cdc agj cal,d
a 3,"2,964.00",USD,credit,Cash in,2023-02-22,ky aqg clr ai yo,d
a 3,"1,510.89",USD,debit,Cash out,2023-02-22,ban cdc agj xn,d
a 3,"1,816.19",USD,debit,Cash out,2023-02-22,ban cdc agj bdf,d
a 3,"2,186.69",USD,debit,Cash out,2023-02-22,ban cdc agj bsn,d
a 3,"1,568.70",USD,debit,Cash out,2023-02-22,ban cdc agj ts,d
a 3,"4,255.12",USD,debit,Cash out,2023-02-22,ban cdc agj bmn,d
a 3,815.10,USD,debit,Cash out,2023-02-22,ban cdc agj qs,d
a 3,"1,852.50",USD,credit,Cash in,2023-02-22,ky aqg clr ai chu,d
a 3,"3,298.19",USD,debit,Cash out,2023-02-22,ban cdc agj arg,d
a 3,175.00,USD,debit,Cash out,2023-02-22,amb asg gh chp rq byg,b
a 3,"5,779.80",USD,credit,Cash in,2023-02-22,ky aqg clr ai qb,d
a 3,"1,816.19",USD,debit,Cash out,2023-02-22,ban cdc agj bky,d
a 3,926.25,USD,debit,Cash out,2023-02-22,ban cdc agj ali,d
a 3,"2,000.70",USD,debit,Cash out,2023-02-22,ban cdc agj xv,d
a 3,"1,433.16",USD,debit,Cash out,2023-02-22,ban cdc agj aav,d
a 3,"2,037.75",USD,credit,Cash in,2023-02-22,ky aqg clr ai blr,d
a 3,"2,223.00",USD,credit,Cash in,2023-02-22,ky aqg clr ai cjb,d
c 6,956.28,USD,credit,Cash in,2023-02-22,buy aq du,a
a 1,2.50,USD,debit,Cash out,2023-02-21,amb asg abc bpo ih bqb,b
a 1,190.75,USD,debit,Cash out,2023-02-21,amb asg gh che ih h,b
a 1,"3,240.58",USD,debit,Cash out,2023-02-21,bjx as,c
a 1,433.67,USD,debit,Cash out,2023-02-21,amb asg bw clw ih bfu,b
a 1,7.00,USD,debit,Cash out,2023-02-21,amb asg cbe cbr ih fu,b
a 1,"12,199.38",USD,debit,Cash out,2023-02-21,bjx as,c
a 1,119.31,USD,debit,Cash out,2023-02-21,amb asg cbe bkc ih cdd,b
a 1,"3,087.50",USD,debit,Cash out,2023-02-21,bjx as,c
a 1,326.50,USD,debit,Cash out,2023-02-21,amb asg gh che ih bve,b
a 1,435.00,USD,debit,Cash out,2023-02-21,amb asg bw cow ih bqx,b
a 1,1.50,USD,debit,Cash out,2023-02-21,amb asg bie bmb ih dh,b
a 1,"8,048.68",USD,debit,Cash out,2023-02-21,bjx as,c
a 1,6.60,USD,debit,Cash out,2023-02-21,amb asg cbe cw ih ago,b
a 1,762.43,USD,credit,Cash in,2023-02-21,yg bfv ih bpf,c
a 1,177.54,USD,debit,Cash out,2023-02-21,bjx as,c
a 1,256.55,USD,debit,Cash out,2023-02-21,bjx as,c
a 1,92.66,USD,debit,Cash out,2023-02-21,amb asg ip wu ih bgq,b
a 1,750.00,USD,debit,Cash out,2023-02-21,amb asg hq bwf ih atq,b
a 1,5.00,USD,debit,Cash out,2023-02-21,amb asg bie cnk ih bmp,b
a 1,"7,144.43",USD,debit,Cash out,2023-02-21,bjx as,c
a 1,190.75,USD,debit,Cash out,2023-02-21,amb asg gh che ih aif,b
a 1,"48,687.07",USD,credit,Cash in,2023-02-21,awi ael auo clr rq bci,d
a 1,8.00,USD,debit,Cash out,2023-02-21,amb asg ip coy ih bpg,b
a 1,190.75,USD,debit,Cash out,2023-02-21,amb asg gh che ih bty,b
