account,amount,currency,direction,Cash in/Cash out,effective_date,description,label
a 3,259.35,USD,debit,Cash out,2023-02-02,ban cdc agj bza,d
a 3,"1,216.50",USD,debit,Cash out,2023-02-02,ban cdc agj qs,d
a 3,"2,723.62",USD,debit,Cash out,2023-02-02,ban cdc agj aha,d
a 3,"2,826.69",USD,debit,Cash out,2023-02-02,ban cdc agj als,d
a 3,"1,333.80",USD,credit,Cash in,2023-02-02,ky aqg clr ai afo,d
a 3,"3,097.71",USD,debit,Cash out,2023-02-02,ban cdc agj cal,d
a 3,778.05,USD,debit,Cash out,2023-02-02,ban cdc agj axp,d
a 3,"2,223.00",USD,credit,Cash in,2023-02-02,ky aqg clr ai byc,d
a 3,"2,593.50",USD,credit,Cash in,2023-02-02,ky aqg clr ai cem,d
a 3,"2,593.50",USD,debit,Cash out,2023-02-02,ban cdc agj kb,d
a 3,453.86,USD,debit,Cash out,2023-02-02,ban cdc agj aya,d
a 3,370.50,USD,credit,Cash in,2023-02-02,ky aqg clr ai acd,d
a 3,"1,852.50",USD,credit,Cash in,2023-02-02,ky aqg clr ai ev,d
a 3,"3,668.69",USD,debit,Cash out,2023-02-02,ban cdc agj clo,d
a 3,"17,787.02",USD,credit,Cash in,2023-02-02,nj cdc ha mg cpt,d
a 3,"3,204.26",USD,debit,Cash out,2023-02-02,ban cdc agj akq,d
a 3,370.50,USD,debit,Cash out,2023-02-02,ban cdc agj bat,d
a 3,"45,000.00",USD,debit,Cash out,2023-02-02,coe crp po aqa bkq hw ama crp bsk,e
a 3,"1,482.00",USD,debit,Cash out,2023-02-02,ban cdc agj ali,d
a 3,"1,156.55",USD,debit,Cash out,2023-02-02,ban cdc agj bmn,d
a 3,"2,223.00",USD,credit,Cash in,2023-02-02,ky aqg clr ai sp,d
a 3,"2,223.00",USD,debit,Cash out,2023-02-02,ban cdc agj ast,d
a 3,"1,482.00",USD,debit,Cash out,2023-02-02,ban cdc agj anz,d
a 3,444.60,USD,debit,Cash out,2023-02-02,ban cdc agj abb,d
a 3,518.70,USD,credit,Cash in,2023-02-02,ky aqg clr ai bya,d
a 3,"3,528.66",USD,debit,Cash out,2023-02-02,ban cdc agj xn,d
a 3,"2,223.00",USD,debit,Cash out,2023-02-02,ban cdc agj bdf,d
a 3,"3,667.95",USD,credit,Cash in,2023-02-02,ky aqg clr ai bdm,d
a 3,"4,816.50",USD,debit,Cash out,2023-02-02,ban cdc agj asp,d
a 3,"1,852.50",USD,credit,Cash in,2023-02-02,ky aqg clr ai ane,d
a 3,"1,111.50",USD,credit,Cash in,2023-02-02,ky aqg clr ai adu,d
a 3,"4,623.51",USD,debit,Cash out,2023-02-02,ban cdc agj bq,d
a 3,"2,223.00",USD,debit,Cash out,2023-02-02,ban cdc agj lf,d
c 6,"3,229.72",USD,credit,Cash in,2023-02-01,buy aq byh,a
a 1,421.60,USD,credit,Cash in,2023-02-01,buy aq fm,a
a 1,"157,822.11",USD,credit,Cash in,2023-02-01,buy aq cea,a
a 1,160.25,USD,debit,Cash out,2023-02-01,amb asg cma ayv cih crd,b
a 1,75.80,USD,debit,Cash out,2023-02-01,amb asg bwx ccl cih byn,b
a 1,"2,597.89",USD,debit,Cash out,2023-02-01,ahi bfn ajo mg bcl,f
a 1,375.00,USD,debit,Cash out,2023-02-01,amb asg gh ahs cih er,b
a 1,14.18,USD,debit,Cash out,2023-02-01,amb asg gh na cih bmw,b
a 1,6.00,USD,debit,Cash out,2023-02-01,amb asg ip oh cih ahf,b
a 1,441.00,USD,debit,Cash out,2023-02-01,amb asg ip oh cih us,b
a 1,18.03,USD,debit,Cash out,2023-02-01,amb asg bwx ccl cih ck,b
a 1,17.93,USD,debit,Cash out,2023-02-01,amb asg bwx ccl cih jp,b
a 1,"95,988.73",USD,credit,Cash in,2023-02-01,awi ael auo clr mg bci,d
a 1,90.00,USD,debit,Cash out,2023-02-01,amb asg bwx ccl cih avx,b
a 1,"144,312.47",USD,credit,Cash in,2023-02-01,awi ael auo clr mg bci,d
a 1,55.00,USD,debit,Cash out,2023-02-01,amb asg adq bjp cih bbl,b
a 1,24.97,USD,debit,Cash out,2023-02-01,amb asg bwx ccl cih ahu,b
a 1,19.20,USD,debit,Cash out,2023-02-01,amb asg bwx ccl cih bib,b
a 1,181.12,USD,debit,Cash out,2023-02-01,amb asg gh na cih cu,b
a 1,12.15,USD,debit,Cash out,2023-02-01,amb asg afw bnj cih bee,b
a 1,144.25,USD,debit,Cash out,2023-02-01,amb asg bwx ccl cih cjw,b
a 2,"43,991.41",USD,credit,Cash in,2023-02-01,buy aq eb,a
a 3,"1,261.08",USD,debit,Cash out,2023-02-01,amb asg aic sv cih bfl,b
a 3,5.00,USD,debit,Cash out,2023-02-01,amb asg cma ake cih cec,b
a 3,151.36,USD,debit,Cash out,2023-02-01,bqh ay agw,c
a 3,587.36,USD,debit,Cash out,2023-02-01,yg kr apa,c
a 3,"1,685.50",USD,debit,Cash out,2023-02-01,amb asg avh nq cih cne,b
a 3,952.58,USD,debit,Cash out,2023-02-01,yg bcc aqh,c
a 3,343.00,USD,debit,Cash out,2023-02-01,yg kr bel,c
a 3,"7,577.70",USD,credit,Cash in,2023-02-01,nj cdc ha cih alk,d
a 3,943.81,USD,debit,Cash out,2023-02-01,yg bcc brm,c
