account,amount,currency,direction,Cash in/Cash out,effective_date,description,label
a 1,87.35,USD,debit,Cash out,2023-02-09,XGSV XKOSHAXYK Y Inoinvux 230208 I1655591,LSP Reimbursements Receivable
a 1,"1,908.27",USD,debit,Cash out,2023-02-09,Soqgr Corrogsy Soqgr Corr  OP9P8DHX5,LSP cash payout
a 1,45.95,USD,debit,Cash out,2023-02-09,XGSV XKOSHAXYK Y Inoinvux 230208 I1655573,LSP Reimbursements Receivable
a 1,35.75,USD,debit,Cash out,2023-02-09,XGSV XKOSHAXYK Y Inoinvux 230208 I1655632,LSP Reimbursements Receivable
a 1,"93,364.25",USD,credit,Cash in,2023-02-09,IUBKXKJ IGXK RRI GIN 230209 SGXH001,Financing
a 1,49.20,USD,debit,Cash out,2023-02-09,XGSV XKOSHAXYK Z Cnozknkg 230208 I1655565,LSP Reimbursements Receivable
a 1,105.00,USD,debit,Cash out,2023-02-09,XGSV XKOSHAXYK Z Cnozknkg 230208 I1655506,LSP Reimbursements Receivable
a 1,86.95,USD,debit,Cash out,2023-02-09,XGSV XKOSHAXYK Y Inoinvux 230208 I1655670,LSP Reimbursements Receivable
a 1,215.15,USD,debit,Cash out,2023-02-09,XGSV XKOSHAXYK Y Inoinvux 230208 I1655624,LSP Reimbursements Receivable
a 1,"3,231.39",USD,debit,Cash out,2023-02-09,INKIQ (YAHYZOZAZK),Payroll
a 1,50.00,USD,debit,Cash out,2023-02-09,XGSV XKOSHAXYK T Vgzkr 230208 I1655650,LSP Reimbursements Receivable
a 1,591.75,USD,debit,Cash out,2023-02-09,XGSV XKOSHAXYK Y Inoinvux 230208 I1655582,LSP Reimbursements Receivable
a 1,114.35,USD,debit,Cash out,2023-02-09,XGSV XKOSHAXYK Y Inoinvux 230208 I1655580,LSP Reimbursements Receivable
a 1,188.35,USD,debit,Cash out,2023-02-09,XGSV XKOSHAXYK Y Inoinvux 230208 I1655660,LSP Reimbursements Receivable
a 1,100.00,USD,debit,Cash out,2023-02-09,XGSV XKOSHAXYK Z Cnozknkg 230208 I1655559,LSP Reimbursements Receivable
a 1,36.70,USD,debit,Cash out,2023-02-09,XGSV XKOSHAXYK Y Inoinvux 230208 I1655626,LSP Reimbursements Receivable
a 1,161.75,USD,debit,Cash out,2023-02-09,XGSV XKOSHAXYK G Ixuazngs 230208 I1656432,LSP Reimbursements Receivable
a 1,255.00,USD,debit,Cash out,2023-02-09,XGSV XKOSHAXYK Z Cnozknkg 230208 I1655561,LSP Reimbursements Receivable
a 1,72.07,USD,debit,Cash out,2023-02-09,XGSV XKOSHAXYK G Yngrino 230208 I1655569,LSP Reimbursements Receivable
a 1,46.70,USD,debit,Cash out,2023-02-09,XGSV XKOSHAXYK Y Inoinvux 230208 I1655672,LSP Reimbursements Receivable
a 1,667.80,USD,debit,Cash out,2023-02-09,Znusgy P. Cxomnz Znusgy P.  OVG9EDPMX,LSP cash payout
a 1,100.00,USD,debit,Cash out,2023-02-09,XGSV XKOSHAXYK Z Cnozknkg 230208 I1655553,LSP Reimbursements Receivable
a 1,68.40,USD,debit,Cash out,2023-02-09,XGSV XKOSHAXYK B Krroiuzz 230208 I1655645,LSP Reimbursements Receivable
a 1,125.00,USD,debit,Cash out,2023-02-09,XGSV XKOSHAXYK P Ckojgc 230208 I1656421,LSP Reimbursements Receivable
a 1,100.00,USD,debit,Cash out,2023-02-09,XGSV XKOSHAXYK Z Cnozknkg 230208 I1655555,LSP Reimbursements Receivable
a 1,215.15,USD,debit,Cash out,2023-02-09,XGSV XKOSHAXYK Y Inoinvux 230208 I1655599,LSP Reimbursements Receivable
a 2,"15,633.60",USD,credit,Cash in,2023-02-09,YZXOVK ZXGTYLKX YZ-B8D1T1C7A9G4,Income
a 3,50.00,USD,debit,Cash out,2023-02-09,XGSV XKOSHAXYK P Mghxokrr 230208 I1650687,LSP Reimbursements Receivable
a 3,"2,223.00",USD,credit,Cash in,2023-02-09,NGZIN Coykzgiq GIN Vgeskt 000000000050100,Financing
a 3,"2,964.00",USD,credit,Cash in,2023-02-09,NGZIN Coykzgiq GIN Vgeskt 000000000050115,Financing
a 3,"2,964.00",USD,credit,Cash in,2023-02-09,NGZIN Coykzgiq GIN Vgeskt 000000000050156,Financing
a 3,"3,705.00",USD,credit,Cash in,2023-02-09,NGZIN Coykzgiq GIN Vgeskt 000000000050124,Financing
a 3,"1,852.50",USD,credit,Cash in,2023-02-09,NGZIN Coykzgiq GIN Vgeskt 000000000050087,Financing
a 3,"2,223.00",USD,credit,Cash in,2023-02-09,NGZIN Coykzgiq GIN Vgeskt 000000000050058,Financing
a 3,"4,780.19",USD,credit,Cash in,2023-02-09,NGZIN Coykzgiq GIN Vgeskt 000000000050148,Financing
a 3,"1,111.50",USD,credit,Cash in,2023-02-09,NGZIN Coykzgiq GIN Vgeskt 000000000050086,Financing
a 3,"1,852.50",USD,credit,Cash in,2023-02-09,NGZIN Coykzgiq GIN Vgeskt 000000000050056,Financing
a 3,"1,482.00",USD,credit,Cash in,2023-02-09,NGZIN Coykzgiq GIN Vgeskt 000000000050123,Financing
c 6,481.63,USD,credit,Cash in,2023-02-08,YZXOVK  ZXGTYLKX  YZ-J,Income
a 1,44.64,USD,credit,Cash in,2023-02-08,YZXOVK ZXGTYLKX YZ-X7Y5J8Y5U1U8,Income
a 1,"163,367.88",USD,credit,Cash in,2023-02-08,YZXOVK ZXGTYLKX YZ-R1V2W0W2C1J7,Income
a 1,174.78,USD,debit,Cash out,2023-02-08,XGSV XKOSHAXYK R UqunHxuc 230207 I1645871,LSP Reimbursements Receivable
a 1,"3,600.00",USD,debit,Cash out,2023-02-08,COXK # 012188 HTL Ofgogn Ygrotgy LKJ # 001264,Bank Charges & Fees/Currency changes
a 1,350.00,USD,debit,Cash out,2023-02-08,XGSV XKOSHAXYK R UqunHxuc 230207 I1645862,LSP Reimbursements Receivable
a 1,"5,836.91",USD,debit,Cash out,2023-02-08,INKIQ (YAHYZOZAZK),Payroll
a 1,"4,300.73",USD,debit,Cash out,2023-02-08,Pgyut Vnorrovy Pgyut Vnor  O9D6QF2TC,LSP cash payout
a 1,"1,796.53",USD,debit,Cash out,2023-02-08,Pgyut Vnorrovy Pgyut Vnor  OP9PM87QX,LSP cash payout
a 1,647.43,USD,debit,Cash out,2023-02-08,INKIQ (YAHYZOZAZK),Payroll
a 1,"2,000.00",USD,debit,Cash out,2023-02-08,COXK # 012189 HTL Inxoyzotg Kyzk LKJ # 001265,Bank Charges & Fees/Currency changes
a 1,85.00,USD,debit,Cash out,2023-02-08,XGSV XKOSHAXYK I Ngss 230207 I1645858,LSP Reimbursements Receivable
a 2,"18,794.37",USD,credit,Cash in,2023-02-08,YZXOVK ZXGTYLKX YZ-S8J2C2H6O5U3,Income
a 3,100.00,USD,debit,Cash out,2023-02-08,XGSV XKOSHAXYK S Xkiqg 230207 I1639904,LSP Reimbursements Receivable
a 3,"6,224.40",USD,credit,Cash in,2023-02-08,NGZIN Coykzgiq GIN Vgeskt 000000000050014,Financing
a 3,"1,482.00",USD,credit,Cash in,2023-02-08,NGZIN Coykzgiq GIN Vgeskt 000000000050027,Financing
a 3,"1,111.50",USD,debit,Cash out,2023-02-08,COYKZGIQ OTI RUGT 000000000000009,Financing
a 3,"3,649.50",USD,debit,Cash out,2023-02-08,COYKZGIQ OTI RUGT 000000000000002,Financing
a 3,"2,223.00",USD,debit,Cash out,2023-02-08,COYKZGIQ OTI RUGT 000000000000020,Financing
a 3,"2,557.19",USD,debit,Cash out,2023-02-08,COYKZGIQ OTI RUGT 000000000000021,Financing
a 3,811.00,USD,debit,Cash out,2023-02-08,COYKZGIQ OTI RUGT 000000000000029,Financing
a 3,"6,192.54",USD,credit,Cash in,2023-02-08,NGZIN Coykzgiq GIN Vgeskt 000000000050011,Financing
a 3,"1,800.63",USD,credit,Cash in,2023-02-08,NGZIN Coykzgiq GIN Vgeskt 000000000049934,Financing
a 3,"1,482.00",USD,credit,Cash in,2023-02-08,NGZIN Coykzgiq GIN Vgeskt 000000000050042,Financing
a 3,567.70,USD,debit,Cash out,2023-02-08,COYKZGIQ OTI RUGT 000000000000017,Financing
a 3,"3,427.87",USD,debit,Cash out,2023-02-08,COYKZGIQ OTI RUGT 000000000000011,Financing
a 3,"335,641.49",USD,debit,Cash out,2023-02-08,"COXK # 005140 HTL Coykzgiq, oti.",Bank Charges & Fees/Currency changes
a 3,"2,668.34",USD,debit,Cash out,2023-02-08,COYKZGIQ OTI RUGT 000000000000025,Financing
a 3,"2,223.00",USD,debit,Cash out,2023-02-08,COYKZGIQ OTI RUGT 000000000000028,Financing
a 3,"1,987.76",USD,debit,Cash out,2023-02-08,COYKZGIQ OTI RUGT 000000000000019,Financing
a 3,"2,735.03",USD,debit,Cash out,2023-02-08,COYKZGIQ OTI RUGT 000000000000018,Financing
a 3,"1,419.25",USD,debit,Cash out,2023-02-08,COYKZGIQ OTI RUGT 000000000000010,Financing
a 3,"3,070.70",USD,credit,Cash in,2023-02-08,NGZIN Coykzgiq GIN Vgeskt 000000000050045,Financing
a 3,"1,900.66",USD,debit,Cash out,2023-02-08,COYKZGIQ OTI RUGT 000000000000006,Financing
a 3,"1,482.00",USD,credit,Cash in,2023-02-08,NGZIN Coykzgiq GIN Vgeskt 000000000049978,Financing
a 3,18.37,USD,debit,Cash out,2023-02-08,XGSV XKOSHAXYK X Nuxucozf 230207 I1639891,LSP Reimbursements Receivable
a 3,"1,852.50",USD,debit,Cash out,2023-02-08,COYKZGIQ OTI RUGT 000000000000013,Financing
a 3,"1,018.13",USD,debit,Cash out,2023-02-08,COYKZGIQ OTI RUGT 000000000000030,Financing
a 3,"6,610.46",USD,debit,Cash out,2023-02-08,COYKZGIQ OTI RUGT 000000000000004,Financing
a 3,340.62,USD,debit,Cash out,2023-02-08,COYKZGIQ OTI RUGT 000000000000005,Financing
a 3,"1,482.00",USD,debit,Cash out,2023-02-08,COYKZGIQ OTI RUGT 000000000000008,Financing
a 3,741.00,USD,debit,Cash out,2023-02-08,COYKZGIQ OTI RUGT 000000000000003,Financing
a 3,"2,223.00",USD,debit,Cash out,2023-02-08,COYKZGIQ OTI RUGT 000000000000022,Financing
a 3,"3,283.74",USD,debit,Cash out,2023-02-08,COYKZGIQ OTI RUGT 000000000000016,Financing
a 3,"1,362.14",USD,debit,Cash out,2023-02-08,COYKZGIQ OTI RUGT 000000000000027,Financing
a 3,"2,149.96",USD,debit,Cash out,2023-02-08,COYKZGIQ OTI RUGT 000000000000001,Financing
a 3,"1,333.80",USD,debit,Cash out,2023-02-08,COYKZGIQ OTI RUGT 000000000000012,Financing
a 3,"1,963.28",USD,debit,Cash out,2023-02-08,COYKZGIQ OTI RUGT 000000000000026,Financing
a 3,"1,816.19",USD,debit,Cash out,2023-02-08,COYKZGIQ OTI RUGT 000000000000014,Financing
a 3,"1,075.19",USD,debit,Cash out,2023-02-08,COYKZGIQ OTI RUGT 000000000000024,Financing
a 3,"2,500.87",USD,debit,Cash out,2023-02-08,COYKZGIQ OTI RUGT 000000000000015,Financing
a 3,"1,111.50",USD,credit,Cash in,2023-02-08,NGZIN Coykzgiq GIN Vgeskt 000000000049957,Financing
a 3,"2,593.50",USD,credit,Cash in,2023-02-08,NGZIN Coykzgiq GIN Vgeskt 000000000049990,Financing
a 3,"1,135.40",USD,debit,Cash out,2023-02-08,COYKZGIQ OTI RUGT 000000000000007,Financing
c 6,"8,524.40",USD,credit,Cash in,2023-02-07,YZXOVK  ZXGTYLKX  YZ-V,Income
c 6,87.89,USD,credit,Cash in,2023-02-07,Vkgin Lotgtik YKZZRKSKTZ 57,Income
a 1,"99,163.64",USD,credit,Cash in,2023-02-07,YZXOVK ZXGTYLKX YZ-U9G6A4G3N6R4,Income
a 1,243.88,USD,credit,Cash in,2023-02-07,YZXOVK ZXGTYLKX YZ-B7V5D3E3S3L1,Income
a 1,409.26,USD,debit,Cash out,2023-02-07,XGSV XKOSHAXYK H Bumkr 230206 I1634976,LSP Reimbursements Receivable
a 1,239.73,USD,debit,Cash out,2023-02-07,XGSV XKOSHAXYK R UqunHxuc 230206 I1635317,LSP Reimbursements Receivable
a 1,60.00,USD,debit,Cash out,2023-02-07,XGSV XKOSHAXYK Y Hxgpqubo 230206 I1635050,LSP Reimbursements Receivable
a 1,97.63,USD,debit,Cash out,2023-02-07,XGSV XKOSHAXYK S Qgnt 230206 I1634943,LSP Reimbursements Receivable
a 1,85.00,USD,debit,Cash out,2023-02-07,XGSV XKOSHAXYK I Ngss 230206 I1635035,LSP Reimbursements Receivable
a 1,250.00,USD,debit,Cash out,2023-02-07,XGSV XKOSHAXYK R UqunHxuc 230206 I1635366,LSP Reimbursements Receivable
a 1,18.59,USD,debit,Cash out,2023-02-07,XGSV XKOSHAXYK S Iud 230206 I1635027,LSP Reimbursements Receivable
a 1,14.40,USD,debit,Cash out,2023-02-07,XGSV XKOSHAXYK Y Vozzsgt 230206 I1635203,LSP Reimbursements Receivable
a 1,10.00,USD,debit,Cash out,2023-02-07,XGSV XKOSHAXYK P Yosut 230206 I1635172,LSP Reimbursements Receivable
a 1,20.83,USD,debit,Cash out,2023-02-07,XGSV XKOSHAXYK R UqunHxuc 230206 I1635329,LSP Reimbursements Receivable
a 1,14.40,USD,debit,Cash out,2023-02-07,XGSV XKOSHAXYK Y Vozzsgt 230206 I1635197,LSP Reimbursements Receivable
a 1,265.29,USD,debit,Cash out,2023-02-07,XGSV XKOSHAXYK R Ngxjotm 230206 I1635030,LSP Reimbursements Receivable
a 1,20.00,USD,debit,Cash out,2023-02-07,XGSV XKOSHAXYK S Cuuj 230206 I1635241,LSP Reimbursements Receivable
a 1,375.00,USD,debit,Cash out,2023-02-07,XGSV XKOSHAXYK S Euias 230206 I1635154,LSP Reimbursements Receivable
a 1,100.00,USD,debit,Cash out,2023-02-07,XGSV XKOSHAXYK R Qotjkr 230206 I1635124,LSP Reimbursements Receivable
a 1,12.75,USD,debit,Cash out,2023-02-07,XGSV XKOSHAXYK S Cuuj 230206 I1635227,LSP Reimbursements Receivable
a 1,"46,719.36",USD,credit,Cash in,2023-02-07,Vkgin Lotgtik YKZZRKSKTZ 40,Income
a 1,703.14,USD,debit,Cash out,2023-02-07,Pgiret Gtjxkg Xu Pgiret Gtj  O27SXKGGS,LSP cash payout
a 1,122.38,USD,debit,Cash out,2023-02-07,XGSV XKOSHAXYK R UqunHxuc 230206 I1635319,LSP Reimbursements Receivable
a 1,2.46,USD,debit,Cash out,2023-02-07,XGSV XKOSHAXYK J Raiinkyo 230206 I1635193,LSP Reimbursements Receivable
a 1,159.73,USD,debit,Cash out,2023-02-07,XGSV XKOSHAXYK Y Nuayk 230206 I1635598,LSP Reimbursements Receivable
a 1,"143,074.93",USD,credit,Cash in,2023-02-07,IUBKXKJ IGXK RRI GIN 230207 SGXH001,Financing
a 1,72.00,USD,debit,Cash out,2023-02-07,XGSV XKOSHAXYK S Qgnt 230206 I1634959,LSP Reimbursements Receivable
a 1,20.00,USD,debit,Cash out,2023-02-07,XGSV XKOSHAXYK G Zygzaxub 230206 I1634982,LSP Reimbursements Receivable
a 1,"2,245.12",USD,debit,Cash out,2023-02-07,INKIQ (YAHYZOZAZK),Payroll
a 1,24.00,USD,debit,Cash out,2023-02-07,XGSV XKOSHAXYK S Qgnt 230206 I1638674,LSP Reimbursements Receivable
a 1,"2,198.50",USD,debit,Cash out,2023-02-07,INKIQ (YAHYZOZAZK),Payroll
a 1,17.19,USD,debit,Cash out,2023-02-07,XGSV XKOSHAXYK G Yngrino 230206 I1637302,LSP Reimbursements Receivable
a 1,49.00,USD,debit,Cash out,2023-02-07,XGSV XKOSHAXYK S Qgnt 230206 I1634965,LSP Reimbursements Receivable
a 1,276.50,USD,debit,Cash out,2023-02-07,XGSV XKOSHAXYK J Mxkkt 230206 I1635120,LSP Reimbursements Receivable
a 1,"2,520.00",USD,debit,Cash out,2023-02-07,INKIQ (YAHYZOZAZK),Payroll
a 1,97.37,USD,debit,Cash out,2023-02-07,XGSV XKOSHAXYK S Qgnt 230206 I1634931,LSP Reimbursements Receivable
a 1,246.75,USD,debit,Cash out,2023-02-07,XGSV XKOSHAXYK R UqunHxuc 230206 I1635352,LSP Reimbursements Receivable
a 1,155.01,USD,debit,Cash out,2023-02-07,XGSV XKOSHAXYK P Jk Ratg 230206 I1635564,LSP Reimbursements Receivable
a 1,4.79,USD,debit,Cash out,2023-02-07,XGSV XKOSHAXYK S Cuuj 230206 I1635187,LSP Reimbursements Receivable
a 1,154.94,USD,debit,Cash out,2023-02-07,XGSV XKOSHAXYK P Jk Ratg 230206 I1635570,LSP Reimbursements Receivable
a 1,5.16,USD,debit,Cash out,2023-02-07,XGSV XKOSHAXYK J Raiinkyo 230206 I1635161,LSP Reimbursements Receivable
a 1,95.00,USD,debit,Cash out,2023-02-07,XGSV XKOSHAXYK I Ngss 230206 I1635054,LSP Reimbursements Receivable
a 1,135.00,USD,debit,Cash out,2023-02-07,XGSV XKOSHAXYK I Ngss 230206 I1635061,LSP Reimbursements Receivable
a 1,430.92,USD,debit,Cash out,2023-02-07,INKIQ (YAHYZOZAZK),Payroll
a 2,"24,920.09",USD,credit,Cash in,2023-02-07,YZXOVK ZXGTYLKX YZ-F2Y2S1L3E9S9,Income
a 2,"3,464.36",USD,credit,Cash in,2023-02-07,Vkgin Lotgtik YKZZRKSKTZ 55,Income
a 3,"6,395.91",USD,credit,Cash in,2023-02-07,GLLOXS OTI GazuVge 230206 JDDEXGFYP715Z1N,Financing
a 3,116.19,USD,debit,Cash out,2023-02-07,SM Zxayz 0000000406,Payroll
a 3,"2,964.00",USD,credit,Cash in,2023-02-07,NGZIN Coykzgiq GIN Vgeskt 000000000049827,Financing
a 3,"3,705.00",USD,credit,Cash in,2023-02-07,NGZIN Coykzgiq GIN Vgeskt 000000000049891,Financing
a 3,"1,111.50",USD,credit,Cash in,2023-02-07,NGZIN Coykzgiq GIN Vgeskt 000000000049830,Financing
a 3,"10,671.20",USD,credit,Cash in,2023-02-07,GLLOXS OTI GazuVge 230206 IMJI2VWFXZXMED8,Financing
a 3,"3,705.00",USD,credit,Cash in,2023-02-07,NGZIN Coykzgiq GIN Vgeskt 000000000049867,Financing
a 3,125.21,USD,debit,Cash out,2023-02-07,XGSV XKOSHAXYK X Cotkmgx 230206 I1626474,LSP Reimbursements Receivable
a 3,"4,446.00",USD,credit,Cash in,2023-02-07,NGZIN Coykzgiq GIN Vgeskt 000000000049886,Financing
a 3,"3,853.20",USD,credit,Cash in,2023-02-07,NGZIN Coykzgiq GIN Vgeskt 000000000049844,Financing
a 3,"3,705.00",USD,credit,Cash in,2023-02-07,NGZIN Coykzgiq GIN Vgeskt 000000000049816,Financing
a 3,"1,149.36",USD,debit,Cash out,2023-02-07,XGSV XKOSHAXYK P Ngtrk 230206 I1626648,LSP Reimbursements Receivable
a 3,"1,482.00",USD,credit,Cash in,2023-02-07,NGZIN Coykzgiq GIN Vgeskt 000000000049882,Financing
c 6,575.50,USD,credit,Cash in,2023-02-06,YZXOVK  ZXGTYLKX  YZ-H,Income
a 1,"82,393.94",USD,credit,Cash in,2023-02-06,YZXOVK ZXGTYLKX YZ-G8H3U9W9A0V7,Income
a 1,127.42,USD,credit,Cash in,2023-02-06,YZXOVK ZXGTYLKX YZ-Z9L0E3G6E0W0,Income
a 1,"118,764.83",USD,credit,Cash in,2023-02-06,IUBKXKJ IGXK RRI GIN 230206 SGXH001,Financing
a 1,328.54,USD,debit,Cash out,2023-02-06,INKIQ (YAHYZOZAZK),Payroll
a 1,19.77,USD,debit,Cash out,2023-02-06,XGSV XKOSHAXYK I UYnkg 230203 I1620907,LSP Reimbursements Receivable
a 1,26.25,USD,debit,Cash out,2023-02-06,XGSV XKOSHAXYK S Iud 230203 I1620923,LSP Reimbursements Receivable
a 1,18.86,USD,debit,Cash out,2023-02-06,XGSV XKOSHAXYK I UYnkg 230203 I1620921,LSP Reimbursements Receivable
a 1,"12,696.44",USD,debit,Cash out,2023-02-06,INKIQ (YAHYZOZAZK),Payroll
a 1,7.98,USD,debit,Cash out,2023-02-06,XGSV XKOSHAXYK I UYnkg 230203 I1620913,LSP Reimbursements Receivable
a 1,1.00,USD,debit,Cash out,2023-02-06,XGSV XKOSHAXYK I UYnkg 230203 I1620917,LSP Reimbursements Receivable
a 1,2.00,USD,debit,Cash out,2023-02-06,XGSV XKOSHAXYK I UYnkg 230203 I1620914,LSP Reimbursements Receivable
a 1,4.00,USD,debit,Cash out,2023-02-06,XGSV XKOSHAXYK I UYnkg 230203 I1620911,LSP Reimbursements Receivable
a 1,13.59,USD,debit,Cash out,2023-02-06,XGSV XKOSHAXYK I UYnkg 230203 I1620909,LSP Reimbursements Receivable
a 2,"16,522.34",USD,credit,Cash in,2023-02-06,YZXOVK ZXGTYLKX YZ-P7V8P5V7U9J2,Income
a 3,"5,001.75",USD,credit,Cash in,2023-02-06,NGZIN Coykzgiq GIN Vgeskt 000000000049633,Financing
a 3,"2,964.00",USD,debit,Cash out,2023-02-06,COYKZGIQ OTI RUGT 000000000000012,Financing
a 3,"2,186.69",USD,debit,Cash out,2023-02-06,COYKZGIQ OTI RUGT 000000000000020,Financing
a 3,"3,668.69",USD,debit,Cash out,2023-02-06,COYKZGIQ OTI RUGT 000000000000011,Financing
a 3,"4,336.23",USD,credit,Cash in,2023-02-06,GLLOXS OTI GazuVge 230203 WKKFUZNWXJPITH5,Financing
a 3,"80,459.20",USD,debit,Cash out,2023-02-06,SM Zxayz 0000000406,Payroll
a 3,243.30,USD,debit,Cash out,2023-02-06,COYKZGIQ OTI RUGT 000000000000018,Financing
a 3,185.25,USD,debit,Cash out,2023-02-06,COYKZGIQ OTI RUGT 000000000000003,Financing
a 3,"4,446.00",USD,credit,Cash in,2023-02-06,NGZIN Coykzgiq GIN Vgeskt 000000000049701,Financing
a 3,"2,130.37",USD,debit,Cash out,2023-02-06,COYKZGIQ OTI RUGT 000000000000026,Financing
a 3,"1,729.66",USD,debit,Cash out,2023-02-06,TKDZ Otyax (GV O TKDZ Otyax YZ-N9F2H5D6A3J8,Payroll
a 3,"2,001.44",USD,debit,Cash out,2023-02-06,COYKZGIQ OTI RUGT 000000000000027,Financing
a 3,"4,816.50",USD,debit,Cash out,2023-02-06,COYKZGIQ OTI RUGT 000000000000001,Financing
a 3,"1,468.87",USD,debit,Cash out,2023-02-06,XOVVROTM VGEXURR 2PWUQVVQQGX1CVX,Payroll
a 3,"1,111.50",USD,credit,Cash in,2023-02-06,NGZIN Coykzgiq GIN Vgeskt 000000000049637,Financing
a 3,624.47,USD,debit,Cash out,2023-02-06,COYKZGIQ OTI RUGT 000000000000024,Financing
a 3,"4,653.12",USD,debit,Cash out,2023-02-06,COYKZGIQ OTI RUGT 000000000000022,Financing
a 3,"2,017.78",USD,debit,Cash out,2023-02-06,COYKZGIQ OTI RUGT 000000000000013,Financing
a 3,"2,815.06",USD,debit,Cash out,2023-02-06,COYKZGIQ OTI RUGT 000000000000005,Financing
a 3,"2,223.00",USD,credit,Cash in,2023-02-06,NGZIN Coykzgiq GIN Vgeskt 000000000049732,Financing
a 3,674.16,USD,debit,Cash out,2023-02-06,COYKZGIQ OTI RUGT 000000000000023,Financing
a 3,"6,637.69",USD,debit,Cash out,2023-02-06,COYKZGIQ OTI RUGT 000000000000017,Financing
a 3,"4,866.00",USD,debit,Cash out,2023-02-06,COYKZGIQ OTI RUGT 000000000000007,Financing
a 3,550.02,USD,debit,Cash out,2023-02-06,XOVVROTM ZGDCOZNJXG 6XPSPGXVDCH0S46,Payroll
a 3,"1,240.83",USD,debit,Cash out,2023-02-06,COYKZGIQ OTI RUGT 000000000000015,Financing
a 3,"3,298.19",USD,debit,Cash out,2023-02-06,COYKZGIQ OTI RUGT 000000000000004,Financing
a 3,"1,925.31",USD,debit,Cash out,2023-02-06,COYKZGIQ OTI RUGT 000000000000009,Financing
a 3,"1,997.14",USD,debit,Cash out,2023-02-06,COYKZGIQ OTI RUGT 000000000000016,Financing
a 3,"3,367.10",USD,debit,Cash out,2023-02-06,COYKZGIQ OTI RUGT 000000000000002,Financing
a 3,"1,816.19",USD,debit,Cash out,2023-02-06,COYKZGIQ OTI RUGT 000000000000008,Financing
a 3,"1,630.20",USD,debit,Cash out,2023-02-06,COYKZGIQ OTI RUGT 000000000000010,Financing
a 3,"2,390.09",USD,debit,Cash out,2023-02-06,COYKZGIQ OTI RUGT 000000000000019,Financing
a 3,"2,074.80",USD,debit,Cash out,2023-02-06,COYKZGIQ OTI RUGT 000000000000014,Financing
a 3,"3,334.50",USD,credit,Cash in,2023-02-06,NGZIN Coykzgiq GIN Vgeskt 000000000049685,Financing
a 3,"1,593.89",USD,debit,Cash out,2023-02-06,COYKZGIQ OTI RUGT 000000000000025,Financing
c 6,170.68,USD,credit,Cash in,2023-02-03,YZXOVK  ZXGTYLKX  YZ-H,Income
a 1,"100,659.73",USD,credit,Cash in,2023-02-03,YZXOVK ZXGTYLKX YZ-R0T1V1T4I1H8,Income
a 1,388.11,USD,credit,Cash in,2023-02-03,YZXOVK ZXGTYLKX YZ-F7F3C0I0O4G5,Income
a 1,225.12,USD,debit,Cash out,2023-02-03,Pkyyk Ckojgc Pkyyk Ckoj  OU48Q4P28,LSP cash payout
a 1,"2,469.76",USD,debit,Cash out,2023-02-03,Qxoyzotg Iushy Qxoyzotg I  OVG9HG5DS,LSP cash payout
a 1,"8,984.16",USD,debit,Cash out,2023-02-03,"TBV Lgsore Rgc, TBV Lgsore",LSP cash payout
a 1,"3,034.52",USD,debit,Cash out,2023-02-03,Hxktz Qkxtgt Hxktz Qkxt  O9D6PD8EV,LSP cash payout
a 1,531.36,USD,debit,Cash out,2023-02-03,Ykgt R. Xuhkxzyu Ykgt R. Xu  OB8Q58CCR,LSP cash payout
a 1,"6,624.71",USD,debit,Cash out,2023-02-03,Rgc Ulloik ul Kx Rgc Ulloik  OCHQ5HPHG,LSP cash payout
a 1,"1,545.93",USD,debit,Cash out,2023-02-03,Ygxg Kbgty Ygxg Kbgty  OVG9HGPF6,LSP cash payout
a 1,"2,808.72",USD,debit,Cash out,2023-02-03,Soingkr Vgxuayoy Soingkr Vg  O5QHMQR8P,LSP cash payout
a 1,"5,152.39",USD,debit,Cash out,2023-02-03,Jgtokr Mxuyy Jgtokr Mxu  OKBC8BUG5,LSP cash payout
a 1,"6,986.72",USD,debit,Cash out,2023-02-03,Xoingxj Numgt Xoingxj Nu  OTXFBX5KQ,LSP cash payout
a 1,"2,999.90",USD,debit,Cash out,2023-02-03,J'Sgrzg Rgc J'Sgrzg Rg  OQ97G9XUE,LSP cash payout
a 1,719.99,USD,debit,Cash out,2023-02-03,Znk Rgc Ulloik u Znk Rgc Ul  OP9P495C4,LSP cash payout
a 1,"14,691.26",USD,debit,Cash out,2023-02-03,Vgzxoiq Hgnxe Vgzxoiq Hg  OP9P49X6S,LSP cash payout
a 1,681.93,USD,debit,Cash out,2023-02-03,Kxoq SiIgarke Kxoq SiIga  O9D6PDVSC,LSP cash payout
a 1,"2,850.03",USD,debit,Cash out,2023-02-03,Yzgtrke Nkrotyqo Yzgtrke Nk  OQ97G984F,LSP cash payout
a 1,750.15,USD,debit,Cash out,2023-02-03,Hxaik Yzkxt Hxaik Yzkx  OFX5RXVKQ,LSP cash payout
a 1,"10,608.29",USD,debit,Cash out,2023-02-03,Sgpj Rkmgr Sgpj Rkmgr  OP9P49XFX,LSP cash payout
a 1,258.29,USD,debit,Cash out,2023-02-03,Znk Rgc Ulloik u Znk Rgc Ul  OHG5BGKBG,LSP cash payout
a 1,805.50,USD,debit,Cash out,2023-02-03,Rgxyut Rgc gtj S Rgxyut Rgc  O5QHMQRXK,LSP cash payout
