account,amount,currency,direction,Cash in/Cash out,effective_date,description,label
a 1,"3,983.03",USD,debit,Cash out,2023-02-03,Zxobkjo Rgc Mxua Zxobkjo Rg  OU48Q4HEG,LSP cash payout
a 1,"8,091.58",USD,debit,Cash out,2023-02-03,Hkxz Cnozknkgj R Hkxz Cnozk  O6H8BH6HH,LSP cash payout
a 1,328.13,USD,debit,Cash out,2023-02-03,Xuhkxz Znuxtzut Xuhkxz Znu  O27S47CEX,LSP cash payout
a 1,688.62,USD,debit,Cash out,2023-02-03,Toiurk JoMogiusu Toiurk JoM  O9D6PDMSS,LSP cash payout
a 1,"1,170.10",USD,debit,Cash out,2023-02-03,Mgxe Lxkkjsgt Mgxe Lxkkj  O27S47CUH,LSP cash payout
a 1,416.75,USD,debit,Cash out,2023-02-03,Soingkr Fkrall Soingkr Fk  O27S4766X,LSP cash payout
a 1,"3,969.63",USD,debit,Cash out,2023-02-03,Hxgtje Juamrgy Hxgtje Jua  OP9P49H54,LSP cash payout
a 1,980.68,USD,debit,Cash out,2023-02-03,Qxoyzkt Muyy Qxoyzkt Mu  O4QKCQ9RE,LSP cash payout
a 1,"1,166.55",USD,debit,Cash out,2023-02-03,Puykvn Moznaqa Puykvn Moz  O6H8BH6SP,LSP cash payout
a 1,"2,742.06",USD,debit,Cash out,2023-02-03,Punt Rkyzkx Punt Rkyzk  OQ97G9X82,LSP cash payout
a 1,"2,037.74",USD,debit,Cash out,2023-02-03,Yzkvngtok Mxkkt Yzkvngtok  ODHU5HEH5,LSP cash payout
a 1,566.78,USD,debit,Cash out,2023-02-03,Pgsok Sgjrkx Pgsok Sgjr  OB8Q58B6R,LSP cash payout
a 1,"8,330.08",USD,debit,Cash out,2023-02-03,Gtjxko Hrgqkre Gtjxko Hrg  OFX5RXMFE,LSP cash payout
a 1,"7,308.14",USD,debit,Cash out,2023-02-03,Xoingxj Bgxinkzz Xoingxj Bg  O5QHMQT6T,LSP cash payout
a 1,933.24,USD,debit,Cash out,2023-02-03,Botiktz Suyrke Botiktz Su  OQ97G98RF,LSP cash payout
a 1,116.60,USD,debit,Cash out,2023-02-03,Bkxtut Krroiuzz Bkxtut Krr  OHG5BGVP6,LSP cash payout
a 1,"13,301.50",USD,debit,Cash out,2023-02-03,Igyke Zammrk Igyke Zamm  OCHQ5HM5F,LSP cash payout
a 1,"9,324.79",USD,debit,Cash out,2023-02-03,Vktzkx Nursky Vktzkx Nur  O85QH5FUB,LSP cash payout
a 1,"3,713.28",USD,debit,Cash out,2023-02-03,Puxjgt Tklarjg Puxjgt Tkl  OFX5RXMSE,LSP cash payout
a 1,"7,541.31",USD,debit,Cash out,2023-02-03,Vkmme Ixaf-Zucty Vkmme Ixaf  O79VQ95F4,LSP cash payout
a 1,"4,233.65",USD,debit,Cash out,2023-02-03,Hxgtjut Rgc Hxgtjut Rg  OSXKMXR65,LSP cash payout
a 1,"3,007.90",USD,debit,Cash out,2023-02-03,Yafgt Mghhgxg Yafgt Mghh  OFX5RXE58,LSP cash payout
a 1,407.42,USD,debit,Cash out,2023-02-03,Pgosk Cotinkthgi Pgosk Coti  O5QHMQTTT,LSP cash payout
a 1,220.04,USD,debit,Cash out,2023-02-03,Igznkxotk Iuttux Igznkxotk  OVG9HG559,LSP cash payout
a 1,"1,211.30",USD,debit,Cash out,2023-02-03,Nkojo Vuyz Nkojo Vuyz  OMUX2UH7S,LSP cash payout
a 1,385.08,USD,debit,Cash out,2023-02-03,Hxgj Inkrot Hxgj Inkro  OEUQRU2QX,LSP cash payout
a 1,"1,765.78",USD,debit,Cash out,2023-02-03,Yngxo Xgiqsgt Yngxo Xgiq  OQ97G9572,LSP cash payout
a 1,"2,200.52",USD,debit,Cash out,2023-02-03,Moubgttg Lkxtgtj Moubgttg L  OU48Q45QG,LSP cash payout
a 1,532.15,USD,debit,Cash out,2023-02-03,Orktk Yzgrrsgt Orktk Yzgr  O6H8BQ8KG,LSP cash payout
a 1,999.36,USD,debit,Cash out,2023-02-03,Hxozzgte Xgvuyg Hxozzgte X  OMUX2U52S,LSP cash payout
a 1,"10,343.68",USD,debit,Cash out,2023-02-03,Rgc Ulloik ul In Rgc Ulloik  OCHQ5HPDS,LSP cash payout
a 1,975.89,USD,debit,Cash out,2023-02-03,Ingxrky Zaiqkx Ingxrky Za  OFX5RXET8,LSP cash payout
a 1,"3,616.00",USD,debit,Cash out,2023-02-03,Gtjxkg Lkxxgtzk Gtjxkg Lkx  O6H8BHMPH,LSP cash payout
a 1,"2,928.45",USD,debit,Cash out,2023-02-03,YGRRE SGXQUCOZF YGRRE SGXQ  OHG5BGRFP,LSP cash payout
a 1,"7,407.51",USD,debit,Cash out,2023-02-03,Puykvn Xnujky Puykvn Xnu  OFX5RXEST,LSP cash payout
a 1,"1,489.47",USD,debit,Cash out,2023-02-03,Pkyyk Cnozk Pkyyk Cnoz  O4QKCQGTP,LSP cash payout
a 1,"5,860.59",USD,debit,Cash out,2023-02-03,Pkyyoig Lxozf Pkyyoig Lx  OP9P49X2S,LSP cash payout
a 1,"6,531.29",USD,debit,Cash out,2023-02-03,Gshkx Notyut Gshkx Noty  OTXFBXH2Q,LSP cash payout
a 1,"1,283.93",USD,debit,Cash out,2023-02-03,Sgxok-Ebky Tgjot Sgxok-Ebky  O6H8BH68H,LSP cash payout
a 1,"3,216.55",USD,debit,Cash out,2023-02-03,Rgc Ulloik ul Ng Rgc Ulloik  OCHQ5HM8G,LSP cash payout
a 1,255.00,USD,debit,Cash out,2023-02-03,XGSV XKOSHAXYK H Yeyur 230202 I1612266,LSP Reimbursements Receivable
a 1,686.47,USD,debit,Cash out,2023-02-03,Kxoi Ysozn Kxoi Ysozn  OB8Q58BV6,LSP cash payout
a 1,"1,294.00",USD,debit,Cash out,2023-02-03,Puyklg Xujxomakf Puyklg Xuj  OKBC8BG9P,LSP cash payout
a 1,416.75,USD,debit,Cash out,2023-02-03,Gtg Ruvkf Gtg Ruvkf  O79VQ96VK,LSP cash payout
a 1,379.96,USD,debit,Cash out,2023-02-03,Zute Xurrsgt Zute Xurrs  OVG9HG7FC,LSP cash payout
a 1,"3,075.98",USD,debit,Cash out,2023-02-03,Vgar Jasutz Vgar Jasut  OB8Q58C8T,LSP cash payout
a 1,165.03,USD,debit,Cash out,2023-02-03,"Ksskxyut Rgc, VR Ksskxyut R",LSP cash payout
a 1,"1,097.55",USD,debit,Cash out,2023-02-03,Skmgt Tgzgrotu Skmgt Tgzg  ODHU5H72X,LSP cash payout
a 1,220.04,USD,debit,Cash out,2023-02-03,Yiuzz Sayyot Yiuzz Sayy  O85QH5FPB,LSP cash payout
a 1,"2,038.79",USD,debit,Cash out,2023-02-03,Pugttk Tcguma Pugttk Tcg  OEUQRU8H2,LSP cash payout
a 1,935.00,USD,debit,Cash out,2023-02-03,Sgxmgxozg Cuuj Sgxmgxozg  OHG5BGVH6,LSP cash payout
a 1,330.07,USD,debit,Cash out,2023-02-03,Rgc Ulloik ul Ro Rgc Ulloik  OEUQRU2BF,LSP cash payout
a 1,"4,473.10",USD,debit,Cash out,2023-02-03,Ggxut Ysozn Ggxut Ysoz  O9D6PDR2C,LSP cash payout
a 1,"1,090.02",USD,debit,Cash out,2023-02-03,Xoingxj Ygrgy Xoingxj Yg  OCHQ5HPUG,LSP cash payout
a 1,"10,473.71",USD,debit,Cash out,2023-02-03,Zxoyng Vgjog Zxoyng Vgj  O9D6PDRQC,LSP cash payout
a 1,"3,707.03",USD,debit,Cash out,2023-02-03,Punt Noiqy Punt Noiqy  O79VQHVQU,LSP cash payout
a 1,"1,922.67",USD,debit,Cash out,2023-02-03,Fuk Mgxbot Fuk Mgxbot  OVG9HG5QS,LSP cash payout
a 1,"6,418.70",USD,debit,Cash out,2023-02-03,Soingkr Grgu Soingkr Gr  OP9P49528,LSP cash payout
a 1,"64,181.79",USD,debit,Cash out,2023-02-03,Royg Uqun-Hxuct Royg Uqun-  OQ97G9XC2,LSP cash payout
a 1,"1,332.34",USD,debit,Cash out,2023-02-03,Bgrjkf Rkmgr Gjb Bgrjkf Rkm  OQ97G95EF,LSP cash payout
a 1,"1,766.95",USD,debit,Cash out,2023-02-03,Inkrykg Mgjjoy-N Inkrykg Mg  O4QKCQ5EP,LSP cash payout
a 1,700.14,USD,debit,Cash out,2023-02-03,Yzkvngtok Jgorke Yzkvngtok  O79VQ98X4,LSP cash payout
a 1,64.19,USD,debit,Cash out,2023-02-03,XGSV XKOSHAXYK M Lkxtgtjk 230202 I1612349,LSP Reimbursements Receivable
a 1,550.11,USD,debit,Cash out,2023-02-03,Ygoj Ohxgnos Ygoj Ohxgn  ODHU5HEKM,LSP cash payout
a 1,291.73,USD,debit,Cash out,2023-02-03,Kxoq Hxosskx Kxoq Hxoss  OFX5RXKM8,LSP cash payout
a 1,"1,832.91",USD,debit,Cash out,2023-02-03,Gfausg Gfausg Gt Gfausg Gfa  ODHU5HVGP,LSP cash payout
a 1,"10,176.37",USD,debit,Cash out,2023-02-03,Pgsky P. Haxtkzz Pgsky P. H  ODHU5H7M5,LSP cash payout
a 1,"1,299.29",USD,debit,Cash out,2023-02-03,Igxzcxomnz Rgc L Igxzcxomnz  OSXKMXVTM,LSP cash payout
a 1,"6,155.28",USD,debit,Cash out,2023-02-03,Tkefg Mafsgt Tkefg Mafs  OVG9HGRU6,LSP cash payout
a 1,281.14,USD,debit,Cash out,2023-02-03,Pkllxke Nullkx Pkllxke Nu  OFX5RXEUP,LSP cash payout
a 1,"3,437.22",USD,debit,Cash out,2023-02-03,Lgxgt Cnozgqkx Lgxgt Cnoz  OHG5BGU8S,LSP cash payout
a 1,177.36,USD,debit,Cash out,2023-02-03,"Znk UM Rgc Loxs, Znk UM Rgc",LSP cash payout
a 1,"3,874.62",USD,debit,Cash out,2023-02-03,Soingkr Ngttkxy Soingkr Ng  OGHKMHSBX,LSP cash payout
a 1,408.42,USD,debit,Cash out,2023-02-03,Qgynsoxk Zkxxe Qgynsoxk Z  OKBC8B2FB,LSP cash payout
a 1,800.16,USD,debit,Cash out,2023-02-03,Bgrjuxg Kyzxojmk Bgrjuxg Ky  OEUQRU86X,LSP cash payout
a 1,"2,219.19",USD,debit,Cash out,2023-02-03,Gjjoyut Nuytkx Gjjoyut Nu  OEUQRU294,LSP cash payout
a 1,"2,459.24",USD,debit,Cash out,2023-02-03,XOVVROTM HORR 230202 CVFRDKRRRDDKJVB,Payroll
a 1,"3,790.60",USD,debit,Cash out,2023-02-03,Xgyngj Zgerux Xgyngj Zge  OU48Q4P4S,LSP cash payout
a 1,500.00,USD,debit,Cash out,2023-02-03,ZMY Rgc VRRI ZMY Rgc VR  O27S4EC5X,LSP cash payout
a 1,126.69,USD,debit,Cash out,2023-02-03,Xegt Xgtyut Xegt Xgtyu  OXVFRV9SR,LSP cash payout
a 1,"8,538.05",USD,debit,Cash out,2023-02-03,Rgc Ulloik ul Su Rgc Ulloik  ODHU5HEU5,LSP cash payout
a 1,832.92,USD,debit,Cash out,2023-02-03,Cgxxkt &gsv; Yqgmmy Cgxxkt &gsv; Y  OEUQRUFRR,LSP cash payout
a 1,"25,617.72",USD,debit,Cash out,2023-02-03,Okynog Ingsvy Okynog Ing  OHG5BGKCG,LSP cash payout
a 1,"3,073.31",USD,debit,Cash out,2023-02-03,Pgxwaozg Corrogs Pgxwaozg C  OFX5RXKX8,LSP cash payout
a 1,"2,155.45",USD,debit,Cash out,2023-02-03,Tgzgrok Luyzkx J Tgzgrok Lu  OFX5RXEX8,LSP cash payout
a 1,"1,689.94",USD,debit,Cash out,2023-02-03,Hxuuqk Yqgmmy Hxuuqk Yqg  OKBC8B25B,LSP cash payout
a 1,"1,203.30",USD,debit,Cash out,2023-02-03,Gtjxkc Jkygazkr Gtjxkc Jky  OP9P495H4,LSP cash payout
a 1,408.42,USD,debit,Cash out,2023-02-03,Tgzngrok Mginuz Tgzngrok M  O79VQ98E6,LSP cash payout
a 1,458.43,USD,debit,Cash out,2023-02-03,Xglgkr Uxuvkyg Xglgkr Uxu  OXVFRVGCM,LSP cash payout
a 1,100.00,USD,debit,Cash out,2023-02-03,QXGYTKX RGC VRRI QXGYTKX RG  OP9P49XTS,LSP cash payout
a 1,"5,867.80",USD,debit,Cash out,2023-02-03,Xutjg Ngetky Xutjg Nget  OEUQRU2KR,LSP cash payout
a 1,164.93,USD,debit,Cash out,2023-02-03,Znk Rgc Ulloik u Znk Rgc Ul  ORB9CBFFB,LSP cash payout
a 1,"5,521.78",USD,debit,Cash out,2023-02-03,Ygsgtzng Ehgxxg Ygsgtzng E  O79VQ9FKU,LSP cash payout
a 1,10.49,USD,debit,Cash out,2023-02-03,Pgttk SiQgske Pgttk SiQg  OEUQRU2MR,LSP cash payout
a 1,"1,252.25",USD,debit,Cash out,2023-02-03,Gtjxkg Jgrzut Gtjxkg Jgr  OHG5BGFTP,LSP cash payout
a 1,478.43,USD,debit,Cash out,2023-02-03,Soingkr Satuf Soingkr Sa  O4QKCQ98E,LSP cash payout
a 1,"11,388.62",USD,debit,Cash out,2023-02-03,Hrkyyotm Gtgtzo Hrkyyotm G  OVG9HGDP6,LSP cash payout
a 1,"5,162.62",USD,debit,Cash out,2023-02-03,Ynktkk Ixgom Ynktkk Ixg  OHG5BGUBG,LSP cash payout
a 1,"5,506.86",USD,debit,Cash out,2023-02-03,Yzkvngt Inoinvux Yzkvngt In  OCHQ5HMXS,LSP cash payout
a 1,"1,375.28",USD,debit,Cash out,2023-02-03,Usutoeo Rgc Loxs Usutoeo Rg  OSXKMXV4M,LSP cash payout
a 1,"1,256.25",USD,debit,Cash out,2023-02-03,Lurruckj Znkk VR Lurruckj Z  OXVFRVM7T,LSP cash payout
a 1,"1,626.57",USD,debit,Cash out,2023-02-03,Yzkbk Uquxung Yzkbk Uqux  OU48Q4KDS,LSP cash payout
a 1,299.97,USD,debit,Cash out,2023-02-03,Pgosk Qoyyotmkx Pgosk Qoyy  OXVFRV999,LSP cash payout
a 1,"7,351.74",USD,debit,Cash out,2023-02-03,Bkxutoig Igsvuy Bkxutoig I  O79VQ98SK,LSP cash payout
a 1,"5,584.32",USD,debit,Cash out,2023-02-03,Pk?Lxkynog Hkrr Pk?Lxkynog  OP9P495B2,LSP cash payout
a 1,582.05,USD,debit,Cash out,2023-02-03,Puykvn Hgqkx Puykvn Hgq  O5QHMQ6TT,LSP cash payout
a 1,921.85,USD,debit,Cash out,2023-02-03,Bgxxgzo Rgc RRI Bgxxgzo Rg  OHG5BGRVP,LSP cash payout
a 1,466.62,USD,debit,Cash out,2023-02-03,Yzkvngtok Mxkkt Yzkvngtok  OVG9HGR7S,LSP cash payout
a 1,808.50,USD,debit,Cash out,2023-02-03,Rotjg Irgevuur Rotjg Irge  OP9P49X7S,LSP cash payout
a 1,308.29,USD,debit,Cash out,2023-02-03,Gahxke Ruvkf Gahxke Ruv  OU48Q457G,LSP cash payout
a 1,"2,077.80",USD,debit,Cash out,2023-02-03,Ygatjxg Skekx Ygatjxg Sk  OHG5BGUQS,LSP cash payout
a 1,"1,901.83",USD,debit,Cash out,2023-02-03,Ingxrky Yotmrkzu Ingxrky Yo  OU48Q4P98,LSP cash payout
a 1,"1,552.64",USD,debit,Cash out,2023-02-03,Qkjxg Muzkr Qkjxg Muzk  OFX5RXEM8,LSP cash payout
a 1,"4,320.64",USD,debit,Cash out,2023-02-03,Ygsakr Sgtxowak Ygsakr Sgt  O79VQ9FP4,LSP cash payout
a 1,"19,879.64",USD,debit,Cash out,2023-02-03,Ohxgnos Rgc Ohxgnos Rg  OXVFRV2UM,LSP cash payout
a 1,753.52,USD,debit,Cash out,2023-02-03,Royg Sgzznkcy Royg Sgzzn  ORB9CBF7B,LSP cash payout
a 1,"1,333.20",USD,debit,Cash out,2023-02-03,Yzkbk Tgpkxg Yzkbk Tgpk  O4QKCQTSP,LSP cash payout
a 1,"1,314.87",USD,debit,Cash out,2023-02-03,Kxoi Ckyykry Kxoi Ckyyk  OCHQ5HPC2,LSP cash payout
a 1,92.03,USD,debit,Cash out,2023-02-03,XGSV XKOSHAXYK M Lkxtgtjk 230202 I1613468,LSP Reimbursements Receivable
a 1,"15,047.45",USD,debit,Cash out,2023-02-03,Krofghkzn Ysozn Krofghkzn  ORB9CBFPB,LSP cash payout
a 1,"2,880.32",USD,debit,Cash out,2023-02-03,Pkttolkx Xazn Pkttolkx X  OMUX2UHEM,LSP cash payout
a 1,218.05,USD,debit,Cash out,2023-02-03,Inxoyzotg Yiuzz Inxoyzotg  OQ97G95Q7,LSP cash payout
a 1,"3,695.12",USD,debit,Cash out,2023-02-03,Rotjyke Nazinoty Rotjyke Na  ODHU5HMVX,LSP cash payout
a 1,"10,898.27",USD,debit,Cash out,2023-02-03,Kbg Lxkksgt Kbg Lxkksg  OXVFRV8XQ,LSP cash payout
a 1,"7,723.96",USD,debit,Cash out,2023-02-03,Xginkrrk Igxzkx Xginkrrk I  OTXFBXHE2,LSP cash payout
a 1,"2,495.50",USD,debit,Cash out,2023-02-03,Qkbot Vkzzxke Qkbot Vkzz  OCHQ5HMQG,LSP cash payout
a 1,"5,895.22",USD,debit,Cash out,2023-02-03,Gahxke Cgxj Gahxke Cgx  O27S47D5D,LSP cash payout
a 1,"2,444.76",USD,debit,Cash out,2023-02-03,Pgso Jaiqyut Pgso Jaiqy  OU48Q4HX8,LSP cash payout
a 1,"1,541.73",USD,debit,Cash out,2023-02-03,Soinkrk Mgxfg Soinkrk Mg  OXVFRV8SR,LSP cash payout
a 1,"6,330.96",USD,debit,Cash out,2023-02-03,Zgxr Puntyut Zgxr Punty  OHG5BGRXP,LSP cash payout
a 1,"4,985.13",USD,debit,Cash out,2023-02-03,Inxoy Znusvyut Inxoy Znus  OCHQ5HMTH,LSP cash payout
a 1,"2,462.16",USD,debit,Cash out,2023-02-03,Royg Qotjkr Royg Qotjk  OU48Q4HKE,LSP cash payout
a 1,"3,350.31",USD,debit,Cash out,2023-02-03,Ksore Hxkttkx Ksore Hxkt  OCHQ5HM9F,LSP cash payout
a 1,"3,654.79",USD,debit,Cash out,2023-02-03,Rgfgxu Hrgtiu Rgfgxu Hrg  OB8Q58UPC,LSP cash payout
a 1,549.94,USD,debit,Cash out,2023-02-03,Pktte BgxmgyjkVk Pktte Bgxm  O27S47CDF,LSP cash payout
a 1,456.09,USD,debit,Cash out,2023-02-03,Rgc Ulloik ul Fg Rgc Ulloik  O27S47BMD,LSP cash payout
a 1,959.90,USD,debit,Cash out,2023-02-03,Xginkr Sozinkrr Xginkr Soz  OQ97G9XKF,LSP cash payout
a 1,"2,733.07",USD,debit,Cash out,2023-02-03,Tgzgrog RuvkfCno Tgzgrog Ru  ORB9CBM4Q,LSP cash payout
a 1,"3,548.45",USD,debit,Cash out,2023-02-03,Vgar Gjgsy Vgar Gjgsy  OTXFBXH4E,LSP cash payout
a 1,"2,801.53",USD,debit,Cash out,2023-02-03,Jgtkgr Hgxtghe Jgtkgr Hgx  O79VQ9F6F,LSP cash payout
a 1,"1,108.42",USD,debit,Cash out,2023-02-03,Krofghkzn Cgxxkt Krofghkzn  OU48Q45M8,LSP cash payout
a 1,"5,664.91",USD,debit,Cash out,2023-02-03,Mkuxmk Lkxtgtjkf Mkuxmk Lkx  O6H8BHTEH,LSP cash payout
a 1,366.74,USD,debit,Cash out,2023-02-03,Jgtg Ygyokzg Jgtg Ygyok  OEUQRU2FX,LSP cash payout
a 1,"2,991.75",USD,debit,Cash out,2023-02-03,Greyyg Sorrkx Greyyg Sor  O4QKCQG5P,LSP cash payout
a 1,824.69,USD,debit,Cash out,2023-02-03,Sgxi Mgxfg Sgxi Mgxfg  OCHQ5HP7H,LSP cash payout
a 1,"5,962.91",USD,debit,Cash out,2023-02-03,Zgyng Xoiqy Zgyng Xoiq  ORB9CBME6,LSP cash payout
a 1,"3,505.58",USD,debit,Cash out,2023-02-03,Rgc Ulloik ul Ru Rgc Ulloik  O4QKCQT49,LSP cash payout
a 1,189.19,USD,debit,Cash out,2023-02-03,XGSV XKOSHAXYK R UqunHxuc 230202 I1613764,LSP Reimbursements Receivable
a 1,"7,799.73",USD,debit,Cash out,2023-02-03,IGXK Rgc Mxuav IGXK Rgc M  OMUX2U5TS,LSP cash payout
a 1,416.75,USD,debit,Cash out,2023-02-03,Pge Zgerux Pge Zgerux  OMUX2UMQ9,LSP cash payout
a 1,"3,518.00",USD,debit,Cash out,2023-02-03,Todut Rgc Ulloik Todut Rgc  OVG9HG5HS,LSP cash payout
a 1,"2,710.54",USD,debit,Cash out,2023-02-03,Oxotg Jargxojfk Oxotg Jarg  OCHQ5HMC2,LSP cash payout
a 1,651.14,USD,debit,Cash out,2023-02-03,Igxxok Cnozk Igxxok Cno  O9D6PDV94,LSP cash payout
a 1,439.96,USD,debit,Cash out,2023-02-03,Nuxog Tkgmuy Nuxog Tkgm  OCHQ5HPGH,LSP cash payout
a 1,315.01,USD,debit,Cash out,2023-02-03,Rgc Ulloik ul Pk Rgc Ulloik  OKBC8BUHK,LSP cash payout
a 1,"1,850.83",USD,debit,Cash out,2023-02-03,Kroyghkzn Iurhgz Kroyghkzn  OCHQ5HM6G,LSP cash payout
a 1,480.86,USD,debit,Cash out,2023-02-03,Rgc Ulloik ul Gr Rgc Ulloik  OKBC8BGDK,LSP cash payout
a 1,177.35,USD,debit,Cash out,2023-02-03,Ykzn Serky Ykzn Serky  O79VQ985F,LSP cash payout
a 1,"1,317.24",USD,debit,Cash out,2023-02-03,Gtje Kiutusuy Gtje Kiutu  OMUX2UME2,LSP cash payout
a 1,"11,316.80",USD,debit,Cash out,2023-02-03,Botiktz Suyrke Botiktz Su  OCHQ5H942,LSP cash payout
a 1,769.92,USD,debit,Cash out,2023-02-03,Yngct Hkiqkzz Yngct Hkiq  OHG5BGFDP,LSP cash payout
a 1,"2,056.02",USD,debit,Cash out,2023-02-03,Pgsky Hxatkz Pgsky Hxat  OGHKMHEXC,LSP cash payout
a 1,476.39,USD,debit,Cash out,2023-02-03,Xuhkxz Mxkkthkxm Xuhkxz Mxk  O27S476DF,LSP cash payout
a 1,190.47,USD,debit,Cash out,2023-02-03,Qerk Lxgiigxu Qerk Lxgii  ORB9CB5DG,LSP cash payout
a 1,962.70,USD,debit,Cash out,2023-02-03,pkxksogn Inogvvk pkxksogn I  O6H8BH6KK,LSP cash payout
a 1,587.62,USD,debit,Cash out,2023-02-03,Ybkzrgtg Iuazaxk Ybkzrgtg I  OU48Q4PSS,LSP cash payout
a 1,"8,534.22",USD,debit,Cash out,2023-02-03,Inxoy Luxjngs Inxoy Luxj  OQ97G9RPV,LSP cash payout
a 1,"2,210.45",USD,debit,Cash out,2023-02-03,Sotje Euias Sotje Euia  OVG9HGPK6,LSP cash payout
a 1,"2,049.53",USD,debit,Cash out,2023-02-03,Rgc ulloik ul Kx Rgc ulloik  OQ97G9X72,LSP cash payout
a 1,"11,548.25",USD,debit,Cash out,2023-02-03,Vozzsgt Rgc Ullo Vozzsgt Rg  OHG5BGUHS,LSP cash payout
a 1,"5,125.72",USD,debit,Cash out,2023-02-03,Boizuxog Jgboy Boizuxog J  OFX5RXKCP,LSP cash payout
a 1,"2,083.27",USD,debit,Cash out,2023-02-03,Gjkzuqathu Gtack Gjkzuqathu  OTXFBX5P2,LSP cash payout
a 1,495.10,USD,debit,Cash out,2023-02-03,Ygtjxg Ngxje Ygtjxg Ngx  O85QH5RB5,LSP cash payout
a 1,"6,286.49",USD,debit,Cash out,2023-02-03,Kroyyg Hkxiubozf Kroyyg Hkx  OSXKMX5R9,LSP cash payout
a 1,"1,645.33",USD,debit,Cash out,2023-02-03,Payzotk Urosktk Payzotk Ur  O9D6PD8BV,LSP cash payout
a 1,"2,950.46",USD,debit,Cash out,2023-02-03,Hgyzoggt BgtjktH Hgyzoggt B  OEUQRUV2F,LSP cash payout
a 1,"2,694.11",USD,debit,Cash out,2023-02-03,Raoyg Igsgxg Raoyg Igsg  O6H8BH6XK,LSP cash payout
a 1,"5,765.65",USD,debit,Cash out,2023-02-03,Sgta Krruok Sgta Krruo  O79VQ9FFK,LSP cash payout
a 1,"1,422.12",USD,debit,Cash out,2023-02-03,Qgxkt Mxkkt-Xuyk Qgxkt Mxkk  OFX5RXKQ8,LSP cash payout
a 1,"10,917.40",USD,debit,Cash out,2023-02-03,Pkttolkx Mgxiog Pkttolkx M  O85QH5FQ5,LSP cash payout
a 1,"1,291.86",USD,debit,Cash out,2023-02-03,Znk Rgc Ulloik u Znk Rgc Ul  OU48Q4H5S,LSP cash payout
a 1,"2,860.47",USD,debit,Cash out,2023-02-03,Tgfgx Qngt Tgfgx Qngt  O9D6PD88M,LSP cash payout
a 1,958.02,USD,debit,Cash out,2023-02-03,Jkxxoiq Mxkkt Jkxxoiq Mx  OEUQRU2UX,LSP cash payout
a 1,413.29,USD,debit,Cash out,2023-02-03,Rgc Ulloik ul Pu Rgc Ulloik  O27S47C4F,LSP cash payout
a 1,977.15,USD,debit,Cash out,2023-02-03,Znk Yurosgt Rgc Znk Yurosg  OB8Q58UVC,LSP cash payout
a 1,88.59,USD,debit,Cash out,2023-02-03,XGSV XKOSHAXYK M Lkxtgtjk 230202 I1613540,LSP Reimbursements Receivable
a 1,873.42,USD,debit,Cash out,2023-02-03,Zgxg Cgzkxy Zgxg Cgzkx  OU48Q4H8S,LSP cash payout
a 1,348.40,USD,debit,Cash out,2023-02-03,Ygqottg Znusgy Ygqottg Zn  O6H8BHFGG,LSP cash payout
a 1,"3,567.42",USD,debit,Cash out,2023-02-03,GTTK H. NUCGXJ L GTTK H. NU  OU48Q4P5S,LSP cash payout
a 1,"4,116.79",USD,debit,Cash out,2023-02-03,Rgc Ulloik ul Qo Rgc Ulloik  O85QH5VQ2,LSP cash payout
a 1,"3,344.01",USD,debit,Cash out,2023-02-03,Rgc Ulloiky ul Y Rgc Ulloik  O79VQ9B7F,LSP cash payout
a 1,12.19,USD,debit,Cash out,2023-02-03,Sgohkr Xkeky Sgohkr Xke  OHG5BXUF9,LSP cash payout
a 1,"1,380.53",USD,debit,Cash out,2023-02-03,Ietznog Fatomg Ietznog Fa  OQ97G9XQ7,LSP cash payout
a 1,351.26,USD,debit,Cash out,2023-02-03,Punt Ixuyy Punt Ixuyy  OB8Q58BT6,LSP cash payout
a 1,795.64,USD,debit,Cash out,2023-02-03,Soingkr Yazin Soingkr Ya  OCHQ5HPQG,LSP cash payout
a 1,"1,969.86",USD,debit,Cash out,2023-02-03,Pkxksk Rezrk Pkxksk Rez  OCHQ5HMUS,LSP cash payout
a 1,"2,175.38",USD,debit,Cash out,2023-02-03,Suxmgt Xoingxjyu Suxmgt Xoi  OKBC8BUR5,LSP cash payout
a 1,"2,735.89",USD,debit,Cash out,2023-02-03,Rgc Ulloik ul Pg Rgc Ulloik  O79VQ98VF,LSP cash payout
a 1,"1,141.06",USD,debit,Cash out,2023-02-03,Hxozztke Zuctyrk Hxozztke Z  OP9P49HU5,LSP cash payout
a 1,840.17,USD,debit,Cash out,2023-02-03,Rgaxg Nkrshxkinz Rgaxg Nkrs  OVG9HG7QS,LSP cash payout
a 1,"10,785.14",USD,debit,Cash out,2023-02-03,Soingkr Vgxuayoy Soingkr Vg  O9D6PDRVV,LSP cash payout
a 1,"4,625.87",USD,debit,Cash out,2023-02-03,Znk Ikrkyzk Loxs Znk Ikrkyz  ORB9CBM66,LSP cash payout
a 1,"12,105.62",USD,debit,Cash out,2023-02-03,Znk Roroky' Rgc Znk Roroky  OU48Q4P7E,LSP cash payout
a 1,591.79,USD,debit,Cash out,2023-02-03,Vgskrg Nkxxotmzu Vgskrg Nkx  OCHQ5HP9F,LSP cash payout
a 1,"16,987.76",USD,debit,Cash out,2023-02-03,Hkiqkzz Qke Rgc Hkiqkzz Qk  O79VQ9F5F,LSP cash payout
