account,amount,direction,description,label,day_of_week,bank
a 1,3.6888794541139363,debit,amb asg bw awr mg bun,b,Thursday,a
a 1,6.176823154059433,debit,amb asg bie che mg aco,b,Thursday,a
a 1,3.647275904258861,debit,amb asg hq chb sz cqc,b,Thursday,a
a 1,4.997414955925401,debit,amb asg ip aiw sz kg,b,Thursday,a
a 1,2.7694588292308535,debit,amb asg bwx bbz mg cqf,b,Thursday,a
a 1,2.3978952727983707,debit,amb asg bwx bbz mg amg,b,Thursday,a
a 1,3.4965075614664802,debit,amb asg bw awr mg bbf,b,Thursday,a
a 1,2.8735646395797834,debit,amb asg cbe cw mg alw,b,Thursday,a
a 1,2.9444389791664403,debit,amb asg bw awr mg ciq,b,Thursday,a
a 1,4.0943445622221,debit,amb asg bw awr mg ahn,b,Thursday,a
a 1,2.7694588292308535,debit,amb asg bwx bbz mg auh,b,Thursday,a
a 1,5.217649463480582,debit,amb asg ip bjg sz asl,b,Thursday,a
a 1,2.7694588292308535,debit,amb asg bwx bbz mg amr,b,Thursday,a
a 1,4.553876891600541,debit,amb asg bw bvz mg fx,b,Thursday,a
a 1,1.749199854809259,debit,amb asg gh anm sz crk,b,Thursday,a
a 1,4.007333185232471,debit,amb asg gh anm sz bzr,b,Thursday,a
a 1,3.1780538303479458,debit,amb asg gh ajb mg cje,b,Thursday,a
a 1,3.912023005428146,debit,amb asg bw bka sz ajx,b,Thursday,a
a 1,2.7694588292308535,debit,amb asg bwx bbz mg bn,b,Thursday,a
a 1,3.3141860046725258,debit,amb asg gh anm sz bzx,b,Thursday,a
a 1,1.5040773967762742,debit,amb asg hq chb sz bvx,b,Thursday,a
a 1,4.997414955925401,debit,amb asg ip aiw sz cfu,b,Thursday,a
a 1,4.997414955925401,debit,amb asg ip aiw sz awo,b,Thursday,a
a 1,4.6740430502744665,debit,amb asg cbe aye sz bqz,b,Thursday,a
a 1,2.341805806147327,debit,amb asg bwx bbz mg bmh,b,Thursday,a
a 1,11.280120391093721,credit,awi ael auo clr sz bci,d,Thursday,a
a 1,4.248495242049359,debit,amb asg bw bvz mg ajf,b,Thursday,a
a 1,3.717952701599643,debit,amb asg ip wu sz vf,b,Thursday,a
a 1,1.9459101490553132,debit,amb asg gh anm sz cpb,b,Thursday,a
a 1,2.7694588292308535,debit,amb asg bwx bbz mg dc,b,Thursday,a
a 2,10.347864992919744,credit,buy aq mo,a,Thursday,a
a 8,3.2031528644029645,debit,bcm cil blc bhx cih cjq,e,Thursday,a
a 3,7.301147805856032,debit,ban cdc agj aav,d,Thursday,a
a 3,8.61634869574732,debit,ban cdc agj akt,d,Thursday,a
a 3,7.524291357170242,credit,ky aqg clr ai ng,d,Thursday,a
a 3,7.706612913964197,credit,ky aqg clr ai aai,d,Thursday,a
a 3,7.366609483749205,debit,ban cdc agj arg,d,Thursday,a
a 3,7.706612913964197,credit,ky aqg clr ai bds,d,Thursday,a
a 3,7.524291357170242,debit,ban cdc agj bky,d,Thursday,a
a 3,8.013118065020423,debit,ban cdc agj bux,d,Thursday,a
a 3,7.637620042477245,debit,ban cdc agj bcs,d,Thursday,a
a 3,7.504496179239029,debit,ban cdc agj xv,d,Thursday,a
a 3,7.195787290198206,credit,ky aqg clr ai bva,d,Thursday,a
a 3,7.706612913964197,credit,ky aqg clr ai mz,d,Thursday,a
a 3,5.091908014224992,debit,bqh ay agw,c,Thursday,a
a 3,7.070520178226873,debit,ban cdc agj bkj,d,Thursday,a
a 3,7.981968995159181,debit,ban cdc agj ckh,d,Thursday,a
a 3,7.994294986415977,debit,ban cdc agj fb,d,Thursday,a
a 3,8.66187691497458,debit,ban cdc agj os,d,Thursday,a
a 3,8.217438537730187,debit,ban cdc agj ts,d,Thursday,a
a 3,5.55817850079741,debit,ban cdc agj bza,d,Thursday,a
a 3,7.103733162223577,debit,ban cdc agj qs,d,Thursday,a
a 3,7.9097171568040565,debit,ban cdc agj aha,d,Thursday,a
a 3,7.94686169480075,debit,ban cdc agj als,d,Thursday,a
a 3,7.195787290198206,credit,ky aqg clr ai afo,d,Thursday,a
a 3,8.038418407815382,debit,ban cdc agj cal,d,Thursday,a
a 3,6.656790789465519,debit,ban cdc agj axp,d,Thursday,a
a 3,7.706612913964197,credit,ky aqg clr ai byc,d,Thursday,a
a 3,7.860763593791455,credit,ky aqg clr ai cem,d,Thursday,a
a 3,7.860763593791455,debit,ban cdc agj kb,d,Thursday,a
a 3,6.117788780441477,debit,ban cdc agj aya,d,Thursday,a
a 3,5.914853444736141,credit,ky aqg clr ai acd,d,Thursday,a
a 3,7.524291357170242,credit,ky aqg clr ai ev,d,Thursday,a
a 3,8.20758992909855,debit,ban cdc agj clo,d,Thursday,a
a 3,9.786224256791554,credit,nj cdc ha mg cpt,d,Thursday,a
a 3,8.072236453460178,debit,ban cdc agj akq,d,Thursday,a
a 3,5.914853444736141,debit,ban cdc agj bat,d,Thursday,a
a 3,10.714417768752456,debit,coe crp po aqa bkq hw ama crp bsk,e,Thursday,a
a 3,7.301147805856032,debit,ban cdc agj ali,d,Thursday,a
a 3,7.05319671463231,debit,ban cdc agj bmn,d,Thursday,a
a 3,7.706612913964197,credit,ky aqg clr ai sp,d,Thursday,a
a 3,7.706612913964197,debit,ban cdc agj ast,d,Thursday,a
a 3,7.301147805856032,debit,ban cdc agj anz,d,Thursday,a
a 3,6.097175001530096,debit,ban cdc agj abb,d,Thursday,a
a 3,6.251325681357355,credit,ky aqg clr ai bya,d,Thursday,a
a 3,8.1686734744603,debit,ban cdc agj xn,d,Thursday,a
a 3,7.706612913964197,debit,ban cdc agj bdf,d,Thursday,a
a 3,8.207388201876686,credit,ky aqg clr ai bdm,d,Thursday,a
a 3,8.479802802197678,debit,ban cdc agj asp,d,Thursday,a
a 3,7.524291357170242,credit,ky aqg clr ai ane,d,Thursday,a
a 3,7.013465733404251,credit,ky aqg clr ai adu,d,Thursday,a
a 3,8.438909435878985,debit,ban cdc agj bq,d,Thursday,a
a 3,7.706612913964197,debit,ban cdc agj lf,d,Thursday,a
c 6,8.080150725152638,credit,buy aq byh,a,Wednesday,c
a 1,6.044056997227153,credit,buy aq fm,a,Wednesday,a
a 1,11.969223791647293,credit,buy aq cea,a,Wednesday,a
a 1,5.076735095800779,debit,amb asg cma ayv cih crd,b,Wednesday,a
a 1,4.328098292648326,debit,amb asg bwx ccl cih byn,b,Wednesday,a
a 1,7.862454856072431,debit,ahi bfn ajo mg bcl,f,Wednesday,a
a 1,5.926926025970411,debit,amb asg gh ahs cih er,b,Wednesday,a
a 1,2.6518325211039815,debit,amb asg gh na cih bmw,b,Wednesday,a
a 1,1.791759469228055,debit,amb asg ip oh cih ahf,b,Wednesday,a
a 1,6.089044875446846,debit,amb asg ip oh cih us,b,Wednesday,a
a 1,2.8920370372152258,debit,amb asg bwx ccl cih ck,b,Wednesday,a
a 1,2.8864752876170416,debit,amb asg bwx ccl cih jp,b,Wednesday,a
a 1,11.47198606772521,credit,awi ael auo clr mg bci,d,Wednesday,a
a 1,4.499809670330265,debit,amb asg bwx ccl cih avx,b,Wednesday,a
a 1,11.87973615821463,credit,awi ael auo clr mg bci,d,Wednesday,a
a 1,4.007333185232471,debit,amb asg adq bjp cih bbl,b,Wednesday,a
a 1,3.217675104291682,debit,amb asg bwx ccl cih ahu,b,Wednesday,a
a 1,2.954910279033736,debit,amb asg bwx ccl cih bib,b,Wednesday,a
a 1,5.199159795014818,debit,amb asg gh na cih cu,b,Wednesday,a
a 1,2.4973291697865574,debit,amb asg afw bnj cih bee,b,Wednesday,a
a 1,4.971547905388209,debit,amb asg bwx ccl cih cjw,b,Wednesday,a
a 2,10.691749666568347,credit,buy aq eb,a,Wednesday,a
a 3,7.139723775665505,debit,amb asg aic sv cih bfl,b,Wednesday,a
a 3,1.6094379124341003,debit,amb asg cma ake cih cec,b,Wednesday,a
a 3,5.019661105303568,debit,bqh ay agw,c,Wednesday,a
a 3,6.375637919748524,debit,yg kr apa,c,Wednesday,a
a 3,7.4298175346741155,debit,amb asg avh nq cih cne,b,Wednesday,a
a 3,6.859174092975247,debit,yg bcc aqh,c,Wednesday,a
a 3,5.8377304471659395,debit,yg kr bel,c,Wednesday,a
a 3,8.932965002513042,credit,nj cdc ha cih alk,d,Wednesday,a
a 3,6.849924874701297,debit,yg bcc brm,c,Wednesday,a
