account,amount,direction,description,label,day_of_week,bank
a 3,9.68942761995496,debit,coe crp bif aqa zl cfv afw ama crp hz,e,Wednesday,a
a 3,7.831776056918202,credit,ky aqg clr ai bpr,d,Wednesday,a
a 3,8.399760094524142,credit,ky aqg clr ai bpi,d,Wednesday,a
a 3,8.859292423902582,credit,ky aqg clr ai coc,d,Wednesday,a
c 6,7.640887303749777,credit,buy aq fr,a,Wednesday,c
a 1,11.727784474034728,credit,buy aq cbp,a,Tuesday,a
a 1,4.604069580544058,credit,buy aq axa,a,Tuesday,a
a 1,2.419478844465545,debit,amb asg gh byl aig jk,b,Tuesday,a
a 1,2.419478844465545,debit,amb asg gh byl aig awk,b,Tuesday,a
a 1,4.248495242049359,debit,amb asg cma bxt aig bnq,b,Tuesday,a
a 1,4.8283137373023015,debit,amb asg avh btk aig byj,b,Tuesday,a
a 1,2.8758219768814333,debit,amb asg gh byl aig bvd,b,Tuesday,a
a 1,3.480932349681009,debit,amb asg gh byl aig mp,b,Tuesday,a
a 1,2.0794415416798357,debit,amb asg gh byl aig aaf,b,Tuesday,a
a 1,2.327277705584417,debit,amb asg gh byl aig amf,b,Tuesday,a
a 1,2.2762411176544437,debit,amb asg gh byl aig vl,b,Tuesday,a
a 1,2.70805020110221,debit,amb asg gh byl aig afp,b,Tuesday,a
a 1,2.169053700369523,debit,amb asg gh byl aig ry,b,Tuesday,a
a 1,4.787491742782046,debit,amb asg avh btk aig cex,b,Tuesday,a
a 1,4.997414955925401,debit,amb asg ip aiw ccr cdi,b,Tuesday,a
a 1,7.431968882466354,debit,bjx as,c,Tuesday,a
a 1,3.480932349681009,debit,amb asg gh byl aig ces,b,Tuesday,a
a 1,3.032064202801381,debit,amb asg gh byl aig eq,b,Tuesday,a
a 1,2.0794415416798357,debit,amb asg gh byl aig sw,b,Tuesday,a
a 1,1.791759469228055,debit,amb asg gh anm aig oi,b,Tuesday,a
a 1,11.157913138117395,debit,yg kr ceh,c,Tuesday,a
a 1,4.430816798843313,debit,amb asg ip bbu ccr tt,b,Tuesday,a
a 1,11.785299692937807,credit,awi ael auo clr ccr bci,d,Tuesday,a
a 1,2.8758219768814333,debit,amb asg gh byl aig zo,b,Tuesday,a
a 1,3.9579519373165457,debit,amb asg ub dp aig p,b,Tuesday,a
a 1,4.18950321539533,debit,amb asg gh byl aig alg,b,Tuesday,a
a 1,5.634789603169249,debit,amb asg cbe bkc aig avu,b,Tuesday,a
a 1,2.0794415416798357,debit,amb asg gh byl aig ans,b,Tuesday,a
a 1,2.673458756332591,debit,amb asg gh byl aig ary,b,Tuesday,a
a 1,5.05503488139294,debit,amb asg bw cbs aig aqo,b,Tuesday,a
a 1,1.3862943611198906,debit,amb asg bw cbs aig bvo,b,Tuesday,a
a 1,3.4339872044851463,debit,amb asg gh byl aig bxe,b,Tuesday,a
a 1,2.046401687601636,debit,amb asg gh byl aig ka,b,Tuesday,a
a 1,5.074048181946317,debit,amb asg ip aiw ccr yw,b,Tuesday,a
a 1,11.920491963609928,debit,yg bcc bhz,c,Tuesday,a
a 2,10.230944271230387,credit,buy aq r,a,Tuesday,a
a 3,8.600524639097234,debit,ban cdc agj axp,d,Tuesday,a
a 3,8.217438537730187,debit,ban cdc agj bsn,d,Tuesday,a
a 3,6.005120873555468,debit,ban cdc agj bky,d,Tuesday,a
a 3,2.772588722239781,debit,amb asg cma ra aig avq,b,Tuesday,a
a 3,12.573799021808064,debit,yg kr cbn,c,Tuesday,a
a 3,3.2280337626529665,debit,amb asg cbe agn aig aqw,b,Tuesday,a
a 3,6.908105217746425,credit,ky aqg clr ai zx,d,Tuesday,a
a 3,7.994294986415977,credit,ky aqg clr ai rn,d,Tuesday,a
a 3,3.7921127087555884,debit,amb asg bma bti ccr age,b,Tuesday,a
a 3,8.348466800136592,debit,ban cdc agj akt,d,Tuesday,a
a 3,6.775811197341288,debit,yg ate bna,c,Tuesday,a
a 3,5.70431566581786,debit,amb asg cma ake ccr cen,b,Tuesday,a
a 3,13.227503898865207,debit,yg bcc bzm,c,Tuesday,a
a 3,5.6151698162995975,debit,amb asg gh chr aig bbj,b,Tuesday,a
a 3,7.994294986415977,debit,ban cdc agj bxm,d,Tuesday,a
a 3,5.674731210262197,debit,amb asg afw bmq aig agx,b,Tuesday,a
a 3,3.318540147981146,debit,amb asg ati iy ccr bqj,b,Tuesday,a
a 3,7.195787290198206,credit,ky aqg clr ai tu,d,Tuesday,a
a 3,6.344442666202425,debit,ban cdc agj bat,d,Tuesday,a
a 3,7.195787290198206,credit,ky aqg clr ai blv,d,Tuesday,a
a 3,4.446877606993498,debit,amb asg bw eh aig wv,b,Tuesday,a
a 3,7.504496179239029,debit,ban cdc agj aav,d,Tuesday,a
a 3,8.20758992909855,debit,ban cdc agj aya,d,Tuesday,a
a 3,4.3178880335576375,debit,ban cdc agj bza,d,Tuesday,a
a 3,5.131376911792384,debit,amb asg cma avn aig bua,b,Tuesday,a
a 3,5.854297983820884,debit,ban cdc agj anz,d,Tuesday,a
a 3,7.288565607117601,credit,ky aqg clr ai abe,d,Tuesday,a
a 3,12.788763794758921,debit,yg bcc bdy,c,Tuesday,a
a 3,7.774582620120702,credit,ky aqg clr ai gy,d,Tuesday,a
a 3,8.261097637461935,credit,ky aqg clr ai bzd,d,Tuesday,a
a 3,8.259672975578109,debit,ban cdc agj arg,d,Tuesday,a
a 3,4.74493212836325,debit,amb asg cbe agn aig bhs,b,Tuesday,a
a 3,11.852927464641686,debit,yg kr blj,c,Tuesday,a
a 3,7.445248149829789,debit,ban cdc agj bmn,d,Tuesday,a
a 3,9.316050826398296,credit,ky aqg clr ai cmm,d,Tuesday,a
a 3,7.062251613349695,debit,ban cdc agj als,d,Tuesday,a
a 3,5.714425634754681,credit,nj cdc ha aig mt,d,Tuesday,a
a 3,7.452153000159712,debit,ban cdc agj bst,d,Tuesday,a
a 3,7.423807221719709,debit,ban cdc agj asp,d,Tuesday,a
a 3,6.209012472065032,debit,ban cdc agj bdf,d,Tuesday,a
a 3,6.608000625296087,debit,ban cdc agj cal,d,Tuesday,a
a 3,2.772588722239781,debit,amb asg cma avn aig bkx,b,Tuesday,a
a 3,7.623954703072235,credit,ky aqg clr ai acx,d,Tuesday,a
a 3,7.524291357170242,credit,ky aqg clr ai bjr,d,Tuesday,a
a 3,7.013465733404251,debit,ban cdc agj ts,d,Tuesday,a
a 3,6.7903221820900415,debit,ban cdc agj bkj,d,Tuesday,a
c 6,8.275350903294486,credit,buy aq ajm,a,Tuesday,c
c 6,8.785303989807614,credit,buy aq byh,a,Monday,c
a 1,11.127431352336467,credit,buy aq jr,a,Monday,a
a 1,5.059234963932318,credit,buy aq cbc,a,Monday,a
a 1,4.007333185232471,debit,amb asg adq ays ajp aij,b,Monday,a
a 1,1.6094379124341003,debit,amb asg adq ays ajp cdo,b,Monday,a
a 1,4.6740430502744665,debit,amb asg adq ays ajp aqm,b,Monday,a
a 1,4.8283137373023015,debit,amb asg bie afk ajp bei,b,Monday,a
a 1,6.5033146459201605,debit,ajh ajq,e,Monday,a
a 1,2.8355635214011694,debit,amb asg ip wu ajp rs,b,Monday,a
a 1,5.541263545158426,debit,amb asg adq ays ajp cas,b,Monday,a
a 1,4.6740430502744665,debit,amb asg adq ays ajp are,b,Monday,a
a 1,3.9869449319454056,debit,amb asg adq ays ajp wy,b,Monday,a
a 1,5.402677381872279,debit,amb asg ub dp ajp azk,b,Monday,a
a 1,3.8640924716705958,debit,amb asg bie afk ajp bab,b,Monday,a
a 1,7.494152089595202,debit,bjx as,c,Monday,a
a 1,5.186826990514674,debit,amb asg ub dp ajp bnv,b,Monday,a
a 1,5.068778408144967,debit,amb asg ub dp ajp aec,b,Monday,a
a 1,4.605170185988092,debit,amb asg bie afk ajp ms,b,Monday,a
a 1,4.0943445622221,debit,amb asg ub dp ajp bem,b,Monday,a
a 1,5.163528040199398,debit,amb asg ub dp ajp bnx,b,Monday,a
a 1,2.2975725511705014,debit,amb asg cbe cw ajp bgl,b,Monday,a
a 1,5.627261336748458,debit,amb asg ub dp ajp btb,b,Monday,a
a 1,2.6567569067146595,debit,amb asg gh anm ajp zb,b,Monday,a
a 1,6.16835471390473,debit,amb asg gh bbt ajp bja,b,Monday,a
a 1,7.7550517107968915,debit,cip cht bah ij cdw,f,Monday,a
a 1,2.847812143477369,debit,amb asg gh anm ajp atx,b,Monday,a
a 1,11.614727526834553,credit,awi ael auo clr aig bci,d,Monday,a
a 1,6.894852393626613,debit,cip cht aup aix aig ccx,c,Monday,a
a 1,4.605170185988092,debit,amb asg ip coy ajp iw,b,Monday,a
a 2,9.777718526071771,credit,buy aq bof,a,Monday,a
a 7,6.016230327753213,debit,ajh ajq,e,Monday,a
a 3,8.11207802207236,debit,ban cdc agj bky,d,Monday,a
a 3,7.594763655582672,debit,ban cdc agj arg,d,Monday,a
a 3,7.994294986415977,credit,ky aqg clr ai bct,d,Monday,a
a 3,8.62290364583835,credit,ky aqg clr ai bak,d,Monday,a
a 3,8.044513986006741,credit,ky aqg clr ai brf,d,Monday,a
a 3,8.26564759356056,credit,nj cdc ha ajp cqh,d,Monday,a
a 3,6.731101629213032,debit,ban cdc agj als,d,Monday,a
a 3,6.545119748849328,debit,ban cdc agj asp,d,Monday,a
a 3,8.374442286539852,credit,ky aqg clr ai av,d,Monday,a
a 3,4.636184239517261,debit,amb asg gh ju ajp anj,b,Monday,a
a 3,7.706612913964197,debit,ban cdc agj bsn,d,Monday,a
a 3,7.418930841512416,debit,ban cdc agj aya,d,Monday,a
a 3,6.573987382335002,debit,ajh ajq,e,Monday,a
a 3,8.168214271254817,debit,ban cdc agj ayg,d,Monday,a
a 3,5.705946797485578,debit,amb asg adk iv ajp chz,b,Monday,a
a 3,7.994294986415977,credit,ky aqg clr ai avc,d,Monday,a
a 3,4.787491742782046,debit,amb asg gh chp ajp aps,b,Monday,a
a 3,7.301147805856032,credit,ky aqg clr ai bca,d,Monday,a
a 3,6.369763987143377,debit,ban cdc agj bmn,d,Monday,a
a 3,7.994294986415977,credit,ky aqg clr ai ag,d,Monday,a
a 3,6.688217718261911,debit,ban cdc agj cal,d,Monday,a
a 3,7.2758299978717424,debit,ban cdc agj bdf,d,Monday,a
a 3,3.255014871484074,debit,amb asg cma ake ajp cz,b,Monday,a
a 3,4.017823424314358,debit,amb asg gh chr ajp oc,b,Monday,a
a 3,7.349937970025464,credit,ky aqg clr ai vt,d,Monday,a
a 3,7.706612913964197,debit,ban cdc agj bkj,d,Monday,a
a 3,6.333688070470648,debit,amb asg bw eh ajp bvi,b,Monday,a
a 3,6.402149342250307,debit,amb asg hq abk ajp aen,b,Monday,a
a 3,7.1578522998566045,debit,ban cdc agj bza,d,Monday,a
a 3,7.831776056918202,debit,ban cdc agj bat,d,Monday,a
a 3,1.7457155307266483,debit,bhf yl ci adk bhf yl rg,c,Monday,a
a 3,7.655319619576646,debit,ban cdc agj axp,d,Monday,a
a 3,6.437463608256437,debit,amb asg ip aew ajp bta,b,Monday,a
a 3,7.846664278357786,debit,ban cdc agj bxm,d,Monday,a
a 3,8.20758992909855,debit,ban cdc agj ali,d,Monday,a
a 3,8.399760094524142,credit,ky aqg clr ai alm,d,Monday,a
a 3,7.994294986415977,debit,ban cdc agj qs,d,Monday,a
c 6,5.9309711666790195,credit,buy aq bcj,a,Friday,c
a 1,11.163834546612003,credit,buy aq nl,a,Friday,a
a 1,5.0106352940962555,debit,amb asg cma ayv axf agk,b,Friday,a
a 1,3.4011973816621555,debit,amb asg ati aqs axf pg,b,Friday,a
a 1,5.0106352940962555,debit,amb asg cbe bkc axf chn,b,Friday,a
a 1,7.575584651557793,credit,coe crp cph aev bwb ceg bps ama crp cac,e,Friday,a
a 1,3.4657359027997265,debit,yg cmd axf hd,c,Friday,a
a 1,6.20455776256869,debit,amb asg bwx bbz axf bwo,b,Friday,a
a 1,3.4339872044851463,debit,amb asg gh anm axf bro,b,Friday,a
a 1,11.446069594184163,credit,awi ael auo clr ajp bci,d,Friday,a
a 1,5.139849045776241,debit,amb asg bw ej axf bvc,b,Friday,a
a 1,3.4011973816621555,debit,amb asg ati aqs axf ckq,b,Friday,a
a 1,0.9932517730102834,debit,amb asg cbe cw axf bcq,b,Friday,a
a 2,9.457636292414563,credit,buy aq cir,a,Friday,a
a 3,7.706612913964197,credit,ky aqg clr ai bcn,d,Friday,a
a 3,8.62290364583835,credit,ky aqg clr ai avg,d,Friday,a
a 3,7.994294986415977,credit,ky aqg clr ai cm,d,Friday,a
a 3,7.8889344707581515,credit,ky aqg clr ai jf,d,Friday,a
a 3,7.440909748231191,credit,ky aqg clr ai bub,d,Friday,a
a 3,7.706612913964197,credit,ky aqg clr ai brg,d,Friday,a
a 3,7.994294986415977,credit,ky aqg clr ai bcw,d,Friday,a
a 3,2.847232265235547,debit,amb asg gh ju axf blq,b,Friday,a
a 3,6.558736664692322,credit,nj cdc ha axf db,d,Friday,a
c 6,6.817425675490465,credit,buy aq yx,a,Thursday,c
a 1,11.19989071213125,credit,buy aq bnb,a,Thursday,a
a 1,6.168145224011851,credit,buy aq ava,a,Thursday,a
a 1,4.850857701737196,debit,amb asg bw cdk auv cbq,b,Thursday,a
a 1,6.620273186533022,debit,bhr bni bhr rx if,f,Thursday,a
a 1,7.969285100152808,debit,bkc xd ack bkc xd rw,f,Thursday,a
a 1,5.0891383555842,debit,amb asg ip coy auv cdy,b,Thursday,a
a 1,4.605170185988092,debit,amb asg bma tg auv tl,b,Thursday,a
a 1,5.541263545158426,debit,amb asg bma tg auv ckc,b,Thursday,a
a 1,6.399842076663181,debit,amb asg bw cdk auv nb,b,Thursday,a
a 1,2.847232265235547,debit,amb asg ip wu auv auu,b,Thursday,a
a 1,2.613739521630969,debit,amb asg gh byl auv cft,b,Thursday,a
a 1,4.632785353021065,debit,amb asg bw cdk auv cmg,b,Thursday,a
a 1,3.5821290841670557,debit,amb asg bw cdk auv akb,b,Thursday,a
a 1,11.513082052709729,credit,awi ael auo clr axf bci,d,Thursday,a
a 1,4.469923036580066,debit,amb asg bw cdk auv bcr,b,Thursday,a
a 1,7.553952351430679,debit,bhr bni bhr rx bui,f,Thursday,a
a 1,3.827553848801696,debit,amb asg bw cdk auv aba,b,Thursday,a
a 1,3.5765502691400166,debit,amb asg bw cdk auv chi,b,Thursday,a
a 1,11.444263788632108,credit,awi ael auo clr axf bci,d,Thursday,a
a 1,3.8958936234982624,debit,amb asg bma tg auv cam,b,Thursday,a
a 1,4.653960350157523,debit,amb asg bma tg auv cks,b,Thursday,a
a 1,4.465333240800292,debit,amb asg bw cdk auv arp,b,Thursday,a
a 1,5.371335459284609,debit,amb asg bw cdk auv bio,b,Thursday,a
a 1,8.080667664204038,debit,bjx as,c,Thursday,a
a 1,3.912023005428146,debit,amb asg avh btk auv atm,b,Thursday,a
a 1,6.383084248394093,debit,amb asg bw cdk auv bse,b,Thursday,a
a 1,4.73926392046879,debit,amb asg bw cdk auv rz,b,Thursday,a
a 1,5.23830193413805,debit,amb asg bw cdk auv apb,b,Thursday,a
a 1,4.605170185988092,debit,amb asg bma tg auv akr,b,Thursday,a
a 1,3.6027767550605247,debit,amb asg bw cdk auv da,b,Thursday,a
a 1,5.08605193338101,debit,amb asg ip coy auv bpv,b,Thursday,a
a 1,5.541263545158426,debit,amb asg bma tg auv bic,b,Thursday,a
a 1,4.27763786893635,debit,amb asg ip wu auv apx,b,Thursday,a
a 1,3.8437441646748516,debit,amb asg bw cdk auv cep,b,Thursday,a
a 1,6.5039887275095545,debit,bkc xd ack bkc xd alq,f,Thursday,a
a 1,4.605170185988092,debit,amb asg bma tg auv by,b,Thursday,a
a 1,4.225372824628505,debit,amb asg afw bnj auv awe,b,Thursday,a
a 1,4.8283137373023015,debit,amb asg cma ayv auv aan,b,Thursday,a
a 1,4.605170185988092,debit,amb asg bma tg auv sb,b,Thursday,a
a 1,5.371335459284609,debit,amb asg bw cdk auv cqt,b,Thursday,a
a 2,9.65717772319008,credit,buy aq bcz,a,Thursday,a
a 3,3.912023005428146,debit,amb asg cma buj auv coz,b,Thursday,a
a 3,7.706612913964197,credit,ky aqg clr ai bhn,d,Thursday,a
a 3,7.994294986415977,credit,ky aqg clr ai aed,d,Thursday,a
a 3,7.994294986415977,credit,ky aqg clr ai blb,d,Thursday,a
a 3,8.217438537730187,credit,ky aqg clr ai bpm,d,Thursday,a
a 3,7.524291357170242,credit,ky aqg clr ai byt,d,Thursday,a
a 3,7.706612913964197,credit,ky aqg clr ai afy,d,Thursday,a
a 3,8.472235573649508,credit,ky aqg clr ai ceb,d,Thursday,a
a 3,7.013465733404251,credit,ky aqg clr ai qk,d,Thursday,a
a 3,7.524291357170242,credit,ky aqg clr ai akl,d,Thursday,a
a 3,7.301147805856032,credit,ky aqg clr ai adb,d,Thursday,a
c 6,6.177176184413327,credit,buy aq tj,a,Wednesday,c
a 1,3.7986303180730556,credit,buy aq uv,a,Wednesday,a
a 1,12.003759869257651,credit,buy aq agl,a,Wednesday,a
a 1,5.163528040199398,debit,amb asg ub dp byr ajt,b,Wednesday,a
a 1,8.1886891244442,debit,coe crp biq aqa kn anc ama crp bwr,e,Wednesday,a
a 1,5.857933154483459,debit,amb asg ub dp byr ue,b,Wednesday,a
a 1,8.671956826205358,debit,bjx as,c,Wednesday,a
a 1,8.366540054714653,debit,tz jq tz bjw avj,f,Wednesday,a
a 1,7.4936123055513555,debit,tz jq tz bjw ako,f,Wednesday,a
a 1,6.473010679621482,debit,bjx as,c,Wednesday,a
a 1,7.600902459542082,debit,coe crp bfb aqa kv biu ama crp ux,e,Wednesday,a
a 1,4.442651256490317,debit,amb asg bwx bqe byr bl,b,Wednesday,a
a 2,9.841312635883414,credit,buy aq cko,a,Wednesday,a
a 3,4.605170185988092,debit,amb asg gh chp byr avf,b,Wednesday,a
a 3,8.736232331145354,credit,ky aqg clr ai ckb,d,Wednesday,a
a 3,7.301147805856032,credit,ky aqg clr ai bpj,d,Wednesday,a
a 3,7.013465733404251,debit,ban cdc agj axp,d,Wednesday,a
a 3,8.202345450891688,debit,ban cdc agj arg,d,Wednesday,a
a 3,7.706612913964197,debit,ban cdc agj aav,d,Wednesday,a
a 3,7.846664278357786,debit,ban cdc agj akt,d,Wednesday,a
a 3,6.698268054115413,debit,ban cdc agj kb,d,Wednesday,a
a 3,8.731100620769379,credit,ky aqg clr ai ayr,d,Wednesday,a
a 3,7.495891882648544,credit,ky aqg clr ai axg,d,Wednesday,a
a 3,7.301147805856032,credit,ky aqg clr ai yu,d,Wednesday,a
a 3,6.341593110176681,debit,ban cdc agj bsn,d,Wednesday,a
a 3,8.139694356011411,debit,ban cdc agj ali,d,Wednesday,a
a 3,12.723798875254333,debit,coe crp ckd aqa blo bly,e,Wednesday,a
a 3,7.8892118351980605,debit,ban cdc agj ckh,d,Wednesday,a
a 3,7.706612913964197,debit,ban cdc agj bcs,d,Wednesday,a
a 3,7.594763655582672,debit,ban cdc agj aya,d,Wednesday,a
a 3,7.9138976837173125,debit,ban cdc agj bkj,d,Wednesday,a
a 3,7.257883842050836,debit,ban cdc agj bdf,d,Wednesday,a
a 3,8.029660827619539,credit,ky aqg clr ai ce,d,Wednesday,a
a 3,7.549956473257143,debit,ban cdc agj qs,d,Wednesday,a
a 3,7.301147805856032,credit,ky aqg clr ai cmr,d,Wednesday,a
a 3,2.9107188992270343,debit,amb asg ati gz byr bar,b,Wednesday,a
a 3,7.524291357170242,debit,ban cdc agj anz,d,Wednesday,a
a 3,6.925722890332587,debit,ban cdc agj abb,d,Wednesday,a
a 3,8.796408521952342,debit,ban cdc agj cal,d,Wednesday,a
a 3,5.83076748641069,debit,ban cdc agj bmn,d,Wednesday,a
a 3,7.301147805856032,debit,ban cdc agj bza,d,Wednesday,a
a 3,6.608000625296087,debit,ban cdc agj bxm,d,Wednesday,a
a 3,7.706612913964197,debit,ban cdc agj ts,d,Wednesday,a
a 3,8.096738295696293,debit,ban cdc agj ayg,d,Wednesday,a
a 3,7.2168122714416105,debit,ban cdc agj ast,d,Wednesday,a
a 3,7.673204516297477,debit,ban cdc agj als,d,Wednesday,a
a 3,7.195787290198206,debit,ban cdc agj bky,d,Wednesday,a
a 3,7.5823718229226476,debit,ban cdc agj akq,d,Wednesday,a
a 3,7.504496179239029,debit,ban cdc agj bat,d,Wednesday,a
a 3,6.9802526691303965,debit,ban cdc agj xn,d,Wednesday,a
a 3,7.824393950318337,debit,ban cdc agj asp,d,Wednesday,a
a 3,7.013465733404251,credit,ky aqg clr ai ug,d,Wednesday,a
a 3,7.860763593791455,credit,ky aqg clr ai kc,d,Wednesday,a
a 3,7.034740290736626,debit,ban cdc agj bst,d,Wednesday,a
c 6,9.05068791844317,credit,buy aq bmv,a,Tuesday,c
c 6,4.4760860325765535,credit,cbl hp bul bmr,a,Tuesday,c
a 1,11.504526693825532,credit,buy aq th,a,Tuesday,a
a 1,5.496676301039615,credit,buy aq bdz,a,Tuesday,a
a 1,6.014350650894683,debit,amb asg bie bfn awz oo,b,Tuesday,a
a 1,5.479513290054481,debit,amb asg ub dp awz coj,b,Tuesday,a
a 1,4.0943445622221,debit,amb asg bw cow awz bjj,b,Tuesday,a
a 1,4.58118482323758,debit,amb asg gh ajb awz aub,b,Tuesday,a
a 1,4.442651256490317,debit,amb asg bwx bqe awz cla,b,Tuesday,a
a 1,5.521460917862246,debit,amb asg ub dp awz bvj,b,Tuesday,a
a 1,2.922623801733353,debit,amb asg gh bbt awz adv,b,Tuesday,a
a 1,2.667228206581955,debit,amb asg bw cbs awz aaa,b,Tuesday,a
a 1,2.302585092994046,debit,amb asg cma aep awz aqb,b,Tuesday,a
a 1,3.0363942552728806,debit,amb asg ub dp awz lx,b,Tuesday,a
a 1,2.667228206581955,debit,amb asg bw cbs awz abw,b,Tuesday,a
a 1,5.580823567255753,debit,amb asg ub eo awz blw,b,Tuesday,a
a 1,2.995732273553991,debit,amb asg gh anm awz big,b,Tuesday,a
a 1,5.926926025970411,debit,amb asg gh ahs awz bdi,b,Tuesday,a
a 1,4.605170185988092,debit,amb asg ub do awz bzl,b,Tuesday,a
a 1,2.545531271604435,debit,amb asg gh anm awz jg,b,Tuesday,a
a 1,10.751913918778145,credit,cbl hp bul adg,a,Tuesday,a
a 1,6.5555560184985655,debit,ayo cfp bzf ayo alj yb,f,Tuesday,a
a 1,4.807130958034395,debit,amb asg ub dp awz vg,b,Tuesday,a
a 1,0.9001613499442714,debit,amb asg cbe cw awz aeh,b,Tuesday,a
a 1,5.073484889801866,debit,amb asg bw ej awz bhp,b,Tuesday,a
a 1,11.871123758023295,credit,awi ael auo clr byr bci,d,Tuesday,a
a 1,4.276666119016055,debit,amb asg gh ajb awz ar,b,Tuesday,a
a 1,2.995732273553991,debit,amb asg ip bbu awz ft,b,Tuesday,a
a 1,7.716514250863654,debit,bjx as,c,Tuesday,a
a 1,3.1780538303479458,debit,amb asg gh ajb awz bxj,b,Tuesday,a
a 1,7.695530588620865,debit,bjx as,c,Tuesday,a
a 1,2.844327819394758,debit,amb asg ip wu awz at,b,Tuesday,a
a 1,3.8918202981106265,debit,amb asg gh ajb awz bbq,b,Tuesday,a
a 1,5.6222108209623896,debit,amb asg cbe ckf awz aqk,b,Tuesday,a
a 1,7.832014180505469,debit,bjx as,c,Tuesday,a
a 1,4.578518154990665,debit,amb asg gh ajb awz ayj,b,Tuesday,a
a 1,5.508375678313591,debit,amb asg ub dp awz tw,b,Tuesday,a
a 1,5.043489630967203,debit,amb asg cma mr mj awz bqn,b,Tuesday,a
a 1,1.5665304114228238,debit,amb asg gh anm awz wj,b,Tuesday,a
a 1,5.043037945203756,debit,amb asg cma mr mj awz ccs,b,Tuesday,a
a 1,1.6409365794934714,debit,amb asg cbe cw awz bck,b,Tuesday,a
a 1,4.553876891600541,debit,amb asg bwx bqe awz bbn,b,Tuesday,a
a 1,4.90527477843843,debit,amb asg bwx bqe awz cgm,b,Tuesday,a
a 1,6.065922458025992,debit,bjx as,c,Tuesday,a
a 2,10.12342958445185,credit,buy aq cbw,a,Tuesday,a
a 2,8.150283190379382,credit,cbl hp bul fa,a,Tuesday,a
a 3,8.763414002560284,credit,nj cdc ha awz afi,d,Tuesday,a
a 3,4.755226782194771,debit,bqh ay agw,c,Tuesday,a
a 3,7.994294986415977,credit,ky aqg clr ai coh,d,Tuesday,a
a 3,8.217438537730187,credit,ky aqg clr ai brt,d,Tuesday,a
a 3,7.013465733404251,credit,ky aqg clr ai agb,d,Tuesday,a
a 3,9.275303802826834,credit,nj cdc ha awz la,d,Tuesday,a
a 3,8.217438537730187,credit,ky aqg clr ai cps,d,Tuesday,a
a 3,4.8299923276808565,debit,amb asg ati af awz bit,b,Tuesday,a
a 3,8.399760094524142,credit,ky aqg clr ai rj,d,Tuesday,a
a 3,8.256659250883468,credit,ky aqg clr ai aww,d,Tuesday,a
a 3,8.217438537730187,credit,ky aqg clr ai cq,d,Tuesday,a
a 3,7.046960544702464,debit,amb asg cma ake awz cmz,b,Tuesday,a
a 3,7.301147805856032,credit,ky aqg clr ai cco,d,Tuesday,a
c 6,6.355239228161937,credit,buy aq fr,a,Monday,c
a 1,11.319267169503773,credit,buy aq chk,a,Monday,a
a 1,4.847488716688342,credit,buy aq boz,a,Monday,a
a 1,11.68490059831003,credit,awi ael auo clr awz bci,d,Monday,a
a 1,5.794658596113054,debit,bjx as,c,Monday,a
a 1,2.9841656371825254,debit,amb asg bwx ccl in rd,b,Monday,a
a 1,3.2676659890376327,debit,amb asg gh bbt in bnc,b,Monday,a
a 1,2.937043277205311,debit,amb asg bwx ccl in brc,b,Monday,a
a 1,9.449076918190471,debit,bjx as,c,Monday,a
a 1,2.0769384114617173,debit,amb asg bwx ccl in bxb,b,Monday,a
a 1,0.0,debit,amb asg bwx ccl in ayx,b,Monday,a
a 1,0.6931471805599453,debit,amb asg bwx ccl in ckt,b,Monday,a
a 1,1.3862943611198906,debit,amb asg bwx ccl in ax,b,Monday,a
a 1,2.6093342281630525,debit,amb asg bwx ccl in x,b,Monday,a
a 2,9.712468683533157,credit,buy aq auw,a,Monday,a
a 3,8.517543130180526,credit,ky aqg clr ai caj,d,Monday,a
a 3,7.994294986415977,debit,ban cdc agj bky,d,Monday,a
a 3,7.6901442639448,debit,ban cdc agj aav,d,Monday,a
a 3,8.20758992909855,debit,ban cdc agj ali,d,Monday,a
a 3,8.374760585993126,credit,nj cdc ha in bhj,d,Monday,a
a 3,11.295505502625614,debit,bqh ay agw,c,Monday,a
a 3,5.494295249789477,debit,ban cdc agj bkj,d,Monday,a
a 3,5.221706264176197,debit,ban cdc agj bxm,d,Monday,a
a 3,8.399760094524142,credit,ky aqg clr ai bus,d,Monday,a
a 3,7.664050952538011,debit,ban cdc agj akq,d,Monday,a
a 3,7.455680136385014,debit,bhf yl ci adk bhf yl ul,c,Monday,a
a 3,7.601622200466431,debit,ban cdc agj ast,d,Monday,a
a 3,8.479802802197678,debit,ban cdc agj als,d,Monday,a
a 3,7.292248676682692,debit,yg bcc akd,c,Monday,a
a 3,7.013465733404251,credit,ky aqg clr ai apo,d,Monday,a
a 3,6.4369032899810055,debit,ban cdc agj xn,d,Monday,a
a 3,8.445293241325121,debit,ban cdc agj ts,d,Monday,a
a 3,7.609753176140044,debit,ban cdc agj anz,d,Monday,a
a 3,7.942738854733854,debit,ban cdc agj bmn,d,Monday,a
a 3,7.706612913964197,credit,ky aqg clr ai cae,d,Monday,a
a 3,6.513467471464097,debit,ban cdc agj nv,d,Monday,a
a 3,8.800519290375904,debit,ban cdc agj bsn,d,Monday,a
a 3,8.490027523343468,debit,ban cdc agj bst,d,Monday,a
a 3,6.309954641201739,debit,yg kr is,c,Monday,a
a 3,7.123535789519757,debit,ban cdc agj asp,d,Monday,a
